,Device ID,Memory
1504,4196,4GB
1505,4164,4GB
1506,4141,32GB
1507,4027,16GB
1508,4131,8GB
1509,4070,8GB
1510,4022,512MB
1511,3964,16GB
1512,3938,1.1GB
1513,3922,1GB
1514,3901,1GB
1515,3875,1GB
1516,3895,4GB
1517,3887,16GB
1518,3739,2GB
1519,3788,1.1GB
1520,3776,1.1GB
1521,3777,512MB
1522,3786,512MB
1523,3787,512MB
1524,3829,16GB
1525,3829,32GB
1526,3953,16GB
1527,3953,32GB
1528,3896,32GB
1529,3706,4GB
1530,3707,150MB
1531,3707,256MB
1532,3703,4GB
1533,3702,2GB
1534,3585,512MB
1535,3338,16GB
1536,3338,8GB
1537,3576,8GB
1538,3557,16GB
1539,3530,8GB
1540,3118,8GB
1541,3556,16GB
1542,3556,8GB
1543,3468,1.5GB
1544,3421,1.5GB
1545,5058,4GB
1546,3392,512MB
1547,3577,512MB
1548,3337,512MB
1549,3163,512MB
1550,3077,512MB
1551,3141,512MB
1552,3069,512MB
1553,3080,256MB
1554,3427,1GB
1555,3230,8GB
1556,10104,32GB
1557,6371,
1558,5510,
1559,4457,
1560,12807,128GB
1561,12761,1TB
1562,12761,512GB
1563,12588,256GB
1564,12588,512GB
1565,12589,256GB
1566,12589,512GB
1567,12762,256GB
1568,12762,512GB
1569,12720,128GB
1570,12720,256GB
1571,12713,128GB
1572,12713,256GB
1573,12713,512GB
1574,12648,256GB
1575,12648,512GB
1576,12607,
1577,12586,1TB
1578,12586,256GB
1579,12586,512GB
1580,12585,1TB
1581,12585,512GB
1582,12563,
1583,12549,1TB
1584,12549,512GB
1585,12550,
1586,12530,1TB
1587,12530,256GB
1588,12530,512GB
1589,12539,1TB
1590,12539,256GB
1591,12539,512GB
1592,12420,128GB
1593,12420,256GB
1594,12415,128GB
1595,12415,256GB
1596,12415,512GB
1597,12290,128GB
1598,12290,256GB
1599,12278,32GB
1600,12279,32GB
1601,12268,128GB
1602,12268,256GB
1603,12259,128GB
1604,12235,128GB
1605,12235,256GB
1606,12235,512GB
1607,12230,512GB
1608,12233,256GB
1609,12233,512GB
1610,12234,128GB
1611,12234,256GB
1612,12234,512GB
1613,12186,
1614,12172,256GB
1615,12172,512GB
1616,12191,128GB
1617,12191,256GB
1618,12191,512GB
1619,12192,1TB
1620,12192,512GB
1621,12193,128GB
1622,12193,256GB
1623,12190,
1624,12185,128GB
1625,12185,256GB
1626,12154,128GB
1627,12154,256GB
1628,12021,
1629,12020,128GB
1630,12020,256GB
1631,11980,
1632,11970,
1633,11972,
1634,11968,128GB
1635,11968,64GB
1636,11942,64GB
1637,11918,128GB
1638,11918,256GB
1639,11858,512GB
1640,11856,256GB
1641,11856,512GB
1642,11859,128GB
1643,11859,256GB
1644,11857,128GB
1645,11857,256GB
1646,11857,512GB
1647,11853,128GB
1648,11853,256GB
1649,11720,128GB
1650,11720,256GB
1651,11720,512GB
1652,11640,128GB
1653,11640,256GB
1654,11641,128GB
1655,11641,256GB
1656,11639,128GB
1657,11525,128GB
1658,11525,64GB
1659,11503,
1660,11505,
1661,11504,32GB
1662,12030,4GB
1663,11506,128GB
1664,11506,32GB
1665,11506,64GB
1666,11490,128GB
1667,11490,256GB
1668,11489,128GB
1669,11489,64GB
1670,11428,128GB
1671,11428,256GB
1672,11399,128GB
1673,11399,256GB
1674,11399,512GB
1675,11280,
1676,11247,128GB
1677,11328,64GB
1678,11177,128GB
1679,11177,64GB
1680,11227,4GB
1681,11176,
1682,11171,4GB
1683,11120,128GB
1684,11120,256GB
1685,11121,128GB
1686,11121,256GB
1687,11048,128GB
1688,11048,256GB
1689,11029,128GB
1690,11029,256GB
1691,11029,512GB
1692,10788,128GB
1693,10788,256GB
1694,11030,128GB
1695,11002,128GB
1696,10985,
1697,10986,128GB
1698,10986,256GB
1699,10987,
1700,10942,128GB
1701,10942,256GB
1702,10942,512GB
1703,10938,128GB
1704,10938,256GB
1705,10943,128GB
1706,10943,256GB
1707,10943,64GB
1708,10941,16GB
1709,10940,16GB
1710,10875,128GB
1711,10875,256GB
1712,11768,16GB
1713,11768,32GB
1714,11768,64GB
1715,10794,4GB
1716,10783,128GB
1717,10783,256GB
1718,10755,128GB
1719,10697,
1720,10642,128GB
1721,10642,256GB
1722,10645,128GB
1723,10645,256GB
1724,10652,128GB
1725,10579,128GB
1726,10551,256GB
1727,10551,512GB
1728,10550,256GB
1729,10528,
1730,10553,
1731,10554,4GB
1732,10555,128GB
1733,10555,256GB
1734,10519,128GB
1735,10546,128GB
1736,10546,64GB
1737,10475,128GB
1738,10475,64GB
1739,10450,128GB
1740,10426,4GB
1741,10429,128GB
1742,10417,128GB
1743,10418,128GB
1744,10418,64GB
1745,10427,4GB
1746,10362,128GB
1747,10362,256GB
1748,10362,64GB
1749,10494,128GB
1750,10494,16GB
1751,10494,32GB
1752,10494,64GB
1753,10363,128GB
1754,10363,64GB
1755,10364,16GB
1756,10299,128GB
1757,10252,128GB
1758,10252,64GB
1759,10292,128GB
1760,10249,128GB
1761,10236,128GB
1762,10219,128GB
1763,10219,256GB
1764,10231,16GB
1765,10231,32GB
1766,10227,128GB
1767,10227,64GB
1768,10222,32GB
1769,10222,64GB
1770,10223,32GB
1771,10212,128GB
1772,10203,128GB
1773,10203,256GB
1774,10204,128GB
1775,10204,256GB
1776,10205,128GB
1777,10205,256GB
1778,10206,128GB
1779,10206,32GB
1780,10206,64GB
1781,10166,4GB
1782,11010,128GB
1783,11010,64GB
1784,10118,256GB
1785,10118,512GB
1786,10152,128GB
1787,10152,256GB
1788,10152,512GB
1789,10153,128GB
1790,10153,256GB
1791,10112,64GB
1792,9996,128GB
1793,10100,128GB
1794,10100,256GB
1795,10100,512GB
1796,10098,
1797,10073,128GB
1798,10073,256GB
1799,10074,64GB
1800,10058,128GB
1801,10012,32GB
1802,10012,64GB
1803,9799,128GB
1804,9983,128GB
1805,9983,256GB
1806,9971,128GB
1807,9989,128GB
1808,9973,128GB
1809,9973,256GB
1810,9973,512GB
1811,9605,
1812,9956,128GB
1813,9922,128GB
1814,9922,64GB
1815,9933,128GB
1816,9933,64GB
1817,9905,128GB
1818,9905,64GB
1819,9887,512GB
1820,9880,128GB
1821,9880,256GB
1822,9880,512GB
1823,9885,128GB
1824,9885,256GB
1825,9881,128GB
1826,9881,256GB
1827,9886,128GB
1828,9888,4GB
1829,9765,128GB
1830,9765,256GB
1831,9830,128GB
1832,9803,128GB
1833,9748,128GB
1834,9748,256GB
1835,9748,64GB
1836,9823,128GB
1837,9747,128GB
1838,9747,64GB
1839,9746,128GB
1840,9746,256GB
1841,9728,128GB
1842,9727,128GB
1843,9742,128GB
1844,9742,64GB
1845,9703,128GB
1846,9703,64GB
1847,9694,64GB
1848,9705,128GB
1849,9705,256GB
1850,9635,128GB
1851,9635,256GB
1852,9635,512GB
1853,9530,128GB
1854,9530,256GB
1855,9530,64GB
1856,9545,128GB
1857,9545,256GB
1858,9545,64GB
1859,9627,128GB
1860,9675,16GB
1861,9675,32GB
1862,9645,32GB
1863,9645,64GB
1864,9644,128GB
1865,9644,64GB
1866,9643,128GB
1867,9668,128GB
1868,9668,32GB
1869,9668,64GB
1870,9576,32GB
1871,9620,32GB
1872,9625,32GB
1873,9625,64GB
1874,9531,32GB
1875,9531,64GB
1876,9500,128GB
1877,9500,32GB
1878,9500,64GB
1879,9501,16GB
1880,9481,128GB
1881,9409,32GB
1882,9409,64GB
1883,9466,32GB
1884,9466,64GB
1885,9401,128MB
1886,9395,128MB
1887,9368,256GB
1888,9368,512GB
1889,9369,128GB
1890,9369,256GB
1891,9343,128GB
1892,9343,256GB
1893,9367,128GB
1894,9367,64GB
1895,9412,16GB
1896,9412,32GB
1897,9412,64GB
1898,9351,32GB
1899,9351,64GB
1900,9324,128GB
1901,9324,64GB
1902,9284,64GB
1903,9272,128GB
1904,9272,64GB
1905,9632,128GB
1906,9632,64GB
1907,9267,128GB
1908,9267,64GB
1909,9199,4GB
1910,9209,16GB
1911,9209,32GB
1912,9196,8GB
1913,9502,16GB
1914,9502,32GB
1915,9162,16GB
1916,9141,256GB
1917,9141,512GB
1918,9106,128GB
1919,9106,256GB
1920,9106,64GB
1921,9107,128GB
1922,9107,64GB
1923,9098,128GB
1924,9098,32GB
1925,9098,64GB
1926,9188,32GB
1927,9114,32GB
1928,9114,64GB
1929,9265,16GB
1930,9112,128GB
1931,9112,32GB
1932,9112,64GB
1933,9080,128GB
1934,9080,64GB
1935,9091,128GB
1936,9091,32GB
1937,9091,64GB
1938,9092,128GB
1939,9092,32GB
1940,9092,64GB
1941,8961,32GB
1942,8961,64GB
1943,8943,128GB
1944,8943,64GB
1945,8899,256GB
1946,8854,128GB
1947,8854,64GB
1948,8877,64GB
1949,8910,4GB
1950,8857,64GB
1951,8833,16GB
1952,8632,32GB
1953,8715,16GB
1954,8715,32GB
1955,8715,64GB
1956,8636,16GB
1957,8636,32GB
1958,8637,16GB
1959,8637,32GB
1960,8637,64GB
1961,8703,128GB
1962,8703,64GB
1963,8672,64GB
1964,8663,16GB
1965,8578,16GB
1966,8578,32GB
1967,8635,16GB
1968,8635,8GB
1969,8687,16GB
1970,8695,16GB
1971,8640,16GB
1972,8686,32GB
1973,8686,8GB
1974,8594,4GB
1975,8585,4GB
1976,8515,128GB
1977,8515,64GB
1978,8514,32GB
1979,8514,64GB
1980,8598,32GB
1981,8598,64GB
1982,8516,16GB
1983,8516,32GB
1984,8516,64GB
1985,8458,16GB
1986,8458,32GB
1987,8396,128GB
1988,8396,64GB
1989,8415,256GB
1990,8073,32GB
1991,8073,64GB
1992,8411,16MB
1993,8402,16GB
1994,8315,32GB
1995,8315,64GB
1996,8312,32GB
1997,8284,32GB
1998,8303,16GB
1999,8303,32GB
2000,8302,16GB
2001,8302,32GB
2002,8301,16GB
2003,8301,8GB
2004,8285,32GB
2005,8285,64GB
2006,8138,16GB
2007,8084,16GB
2008,8084,32GB
2009,8037,8GB
2010,8036,8GB
2011,7983,16GB
2012,7745,32GB
2013,7745,64GB
2014,7972,32GB
2015,7972,64GB
2016,7854,16GB
2017,7854,64GB
2018,7687,4GB
2019,7793,16GB
2020,7239,128GB
2021,7239,32GB
2022,7239,64GB
2023,7744,32GB
2024,7647,16GB
2025,7588,128GB
2026,7588,32GB
2027,7588,64GB
2028,7533,128GB
2029,7533,32GB
2030,7533,64GB
2031,7440,8GB
2032,7513,16GB
2033,7513,32GB
2034,7309,16GB
2035,7309,32GB
2036,7829,8GB
2037,7206,4GB
2038,7279,16GB
2039,7201,16GB
2040,7200,64GB
2041,7006,16GB
2042,7006,32GB
2043,7006,64GB
2044,7187,8GB
2045,7075,16GB
2046,7075,32GB
2047,7076,4GB
2048,7077,4GB
2049,7049,4GB
2050,6943,
2051,6909,4GB
2052,6908,4GB
2053,6896,8GB
2054,6869,64GB
2055,7308,16GB
2056,7308,8GB
2057,6705,16GB
2058,6705,8GB
2059,7307,8GB
2060,6677,8GB
2061,6676,4GB
2062,6646,16GB
2063,6611,16GB
2064,6543,16GB
2065,6543,32GB
2066,6678,8GB
2067,6596,
2068,6499,4GB
2069,6493,4GB
2070,6375,
2071,6124,16GB
2072,6332,8GB
2073,6290,4GB
2074,6278,4GB
2075,6169,16GB
2076,6169,8GB
2077,6168,8GB
2078,6136,4GB
2079,6137,8GB
2080,6129,16GB
2081,6103,4GB
2082,5981,4GB
2083,5981,8GB
2084,5979,16GB
2085,5949,16GB
2086,5936,4GB
2087,5921,512MB
2088,5840,8GB
2089,5910,4GB
2090,5485,8GB
2091,5739,16MB
2092,5779,3MB
2093,5633,8GB
2094,5699,4GB
2095,6893,4GB
2096,5632,4GB
2097,5698,8GB
2098,5539,8GB
2099,5467,16GB
2100,5467,8GB
2101,5386,4GB
2102,5382,4GB
2103,5365,512MB
2104,5267,16GB
2105,5257,8GB
2106,5327,4GB
2107,5648,4GB
2108,5439,4GB
2109,5065,4GB
2110,5237,8GB
2111,5164,32GB
2112,5250,4GB
2113,5141,4GB
2114,5112,4GB
2115,5507,16GB
2116,5507,32GB
2117,5507,8GB
2118,5077,120MB
2119,5068,512MB
2120,5022,4GB
2121,5020,4GB
2122,4963,4GB
2123,4966,4GB
2124,4882,8GB
2125,4839,512MB
2126,4838,512MB
2127,5383,4GB
2128,4594,4GB
2129,5003,
2130,4410,4GB
2131,4737,
2132,5848,
2133,5109,40MB
2134,4841,1GB
2135,4840,16MB
2136,4837,150MB
2137,5108,
2138,4698,
2139,4656,512MB
2140,4587,16GB
2141,4587,32GB
2142,4587,64GB
2143,4587,8GB
2144,5002,8GB
2145,4570,8GB
2146,4569,8GB
2147,4568,8GB
2148,4409,4GB
2149,4381,4GB
2150,4335,40MB
2151,4334,
2152,4264,8GB
2153,4265,8GB
2154,4609,
2155,4260,512MB
2156,4636,512MB
2157,4234,512MB
2158,4142,
2159,4312,
2160,4109,2GB
2161,4057,512MB
2162,4226,2GB
2163,4226,4GB
2164,4148,1MB
2165,4552,1GB
2166,4552,40MB
2167,4147,128MB
2168,4206,
2169,4205,512MB
2170,4204,512MB
2171,4032,
2172,3960,
2173,3951,10MB
2174,3789,8GB
2175,3905,
2176,3595,2GB
2177,3596,2GB
2178,3596,4GB
2179,3840,512MB
2180,3513,512MB
2181,3451,512MB
2182,3861,1GB
2183,3944,128MB
2184,3372,2MB
2185,3162,
2186,3740,8GB
2187,4063,3264MB
2188,3974,10MB
2189,3158,
2190,3157,
2191,6426,
2192,5119,
2193,12817,128GB
2194,12817,64GB
2195,12812,128GB
2196,12812,64GB
2197,12792,64GB
2198,12736,64GB
2199,12733,128GB
2200,12733,256GB
2201,12732,128GB
2202,12732,256GB
2203,12731,128GB
2204,12731,256GB
2205,12642,128GB
2206,12642,64GB
2207,12641,256GB
2208,12518,256GB
2209,12451,256GB
2210,12424,128GB
2211,12365,256GB
2212,12289,128GB
2213,12273,256GB
2214,12288,128GB
2215,12288,256GB
2216,12272,128GB
2217,12272,256GB
2218,12274,256GB
2219,12243,64GB
2220,12216,128GB
2221,12216,64GB
2222,12214,128GB
2223,12214,256GB
2224,12131,64GB
2225,12116,64GB
2226,11976,256GB
2227,11931,128GB
2228,11931,64GB
2229,11930,128GB
2230,11929,128GB
2231,11912,128GB
2232,11912,256GB
2233,11922,
2234,11923,128GB
2235,11923,64GB
2236,11924,128GB
2237,11924,64GB
2238,11913,128GB
2239,11913,256GB
2240,11919,128GB
2241,11919,64GB
2242,11822,128GB
2243,11742,64GB
2244,11695,256GB
2245,11663,128GB
2246,11663,256GB
2247,11662,64GB
2248,11605,128GB
2249,11605,64GB
2250,11547,128GB
2251,11547,64GB
2252,11876,128GB
2253,11876,64GB
2254,11527,128GB
2255,11527,256GB
2256,11526,128GB
2257,11526,256GB
2258,11523,128GB
2259,11497,128GB
2260,11497,64GB
2261,11498,128GB
2262,11499,32GB
2263,11499,64GB
2264,11478,64GB
2265,11473,64GB
2266,11355,128GB
2267,11221,32GB
2268,11216,128GB
2269,11216,64GB
2270,11214,64GB
2271,11202,128GB
2272,11202,64GB
2273,11201,128GB
2274,11201,64GB
2275,11189,32GB
2276,11189,64GB
2277,11157,128GB
2278,11162,128GB
2279,11162,64GB
2280,11161,128GB
2281,11161,64GB
2282,10989,128GB
2283,10989,256GB
2284,11097,128GB
2285,11098,128GB
2286,11031,128GB
2287,11031,32GB
2288,11031,64GB
2289,10908,128GB
2290,10908,256GB
2291,10907,128GB
2292,10907,256GB
2293,10907,64GB
2294,10909,128GB
2295,10909,64GB
2296,10891,128GB
2297,10891,64GB
2298,10869,128GB
2299,10869,64GB
2300,10868,128GB
2301,10868,64GB
2302,10735,32GB
2303,10699,32GB
2304,10699,64GB
2305,10646,32GB
2306,10622,128GB
2307,10514,128GB
2308,10515,128GB
2309,10515,64GB
2310,10516,32GB
2311,10516,64GB
2312,10452,128GB
2313,10452,64GB
2314,10401,128GB
2315,10367,32GB
2316,10367,64GB
2317,10285,32GB
2318,10285,64GB
2319,10175,128GB
2320,10175,64GB
2321,10177,128GB
2322,10177,64GB
2323,10272,64GB
2324,10156,128GB
2325,10156,32GB
2326,10156,64GB
2327,10128,128GB
2328,10128,64GB
2329,10127,128GB
2330,10127,64GB
2331,10116,128GB
2332,10116,64GB
2333,10008,32GB
2334,10008,64GB
2335,9980,16GB
2336,9980,32GB
2337,9975,32GB
2338,9927,32GB
2339,9915,128GB
2340,9915,64GB
2341,9856,32GB
2342,9856,64GB
2343,9761,64GB
2344,9680,32GB
2345,9678,32GB
2346,9678,64GB
2347,9679,32GB
2348,9679,64GB
2349,9658,16GB
2350,9658,32GB
2351,9658,64GB
2352,9657,
2353,9656,
2354,9477,16GB
2355,9423,16GB
2356,9423,32GB
2357,9416,32GB
2358,9416,64GB
2359,9420,32GB
2360,9420,64GB
2361,9426,16GB
2362,9417,32GB
2363,9417,64GB
2364,9429,16GB
2365,9430,16GB
2366,9430,32GB
2367,9425,16GB
2368,9425,32GB
2369,9421,32GB
2370,9415,128GB
2371,9414,64GB
2372,9428,16GB
2373,9427,16GB
2374,9419,16GB
2375,9419,32GB
2376,9418,16GB
2377,9418,32GB
2378,9431,16GB
2379,9479,64GB
2380,9478,32GB
2381,9422,16GB
2382,9422,32GB
2383,9473,16GB
2384,9472,16GB
2385,9476,16GB
2386,9475,16GB
2387,9474,16GB
2388,12783,128GB
2389,12783,64GB
2390,12476,256GB
2391,12476,512GB
2392,12443,128GB
2393,12443,256GB
2394,12425,128GB
2395,12071,256GB
2396,12052,128GB
2397,12052,32GB
2398,12052,64GB
2399,12521,32GB
2400,12521,64GB
2401,11842,128GB
2402,11842,64GB
2403,11841,128GB
2404,11841,256GB
2405,12162,32GB
2406,12162,64GB
2407,11783,
2408,11747,128GB
2409,11747,256GB
2410,11747,512GB
2411,11711,128GB
2412,11711,32GB
2413,11711,64GB
2414,11394,128GB
2415,11394,256GB
2416,11331,256GB
2417,11331,640GB
2418,12008,64GB
2419,11143,128GB
2420,11143,32GB
2421,11143,64GB
2422,11090,128GB
2423,11090,256GB
2424,11091,128GB
2425,11091,256GB
2426,10971,
2427,10972,32GB
2428,10988,
2429,10990,128GB
2430,10990,64GB
2431,10991,32GB
2432,10992,32GB
2433,10970,128GB
2434,10924,
2435,10925,128GB
2436,10927,128GB
2437,10926,128GB
2438,10926,64GB
2439,10827,128GB
2440,10827,256GB
2441,10827,512GB
2442,10839,256GB
2443,10839,512GB
2444,10605,128GB
2445,10605,64GB
2446,10630,64GB
2447,10733,64GB
2448,10405,128GB
2449,10686,128GB
2450,10686,64GB
2451,10406,32GB
2452,10406,64GB
2453,10329,256GB
2454,10329,512GB
2455,10224,128GB
2456,10224,256GB
2457,10224,512GB
2458,10566,64GB
2459,10360,128GB
2460,10360,32GB
2461,10360,64GB
2462,10049,
2463,9959,
2464,9882,64GB
2465,9821,128GB
2466,9821,64GB
2467,9822,16GB
2468,9822,32GB
2469,9826,16GB
2470,9826,32GB
2471,9825,16GB
2472,9825,32GB
2473,9824,16GB
2474,9824,32GB
2475,9824,8GB
2476,9757,128GB
2477,9757,64GB
2478,9754,128GB
2479,9754,256GB
2480,9754,512GB
2481,9711,128GB
2482,9711,64GB
2483,9671,128GB
2484,9671,256GB
2485,9671,512GB
2486,9655,128GB
2487,9655,64GB
2488,9609,64GB
2489,9490,128GB
2490,9490,64GB
2491,9436,128GB
2492,9436,64GB
2493,9489,128GB
2494,9489,256GB
2495,9489,512GB
2496,9349,128GB
2497,9349,64GB
2498,9375,128GB
2499,9375,64GB
2500,9374,128GB
2501,9374,64GB
2502,9371,32GB
2503,9222,128GB
2504,9222,64GB
2505,9226,32GB
2506,9226,64GB
2507,9225,16GB
2508,9225,32GB
2509,9144,16GB
2510,9144,32GB
2511,9143,32GB
2512,9116,128GB
2513,9116,32GB
2514,9116,64GB
2515,8973,16GB
2516,8973,32GB
2517,8947,32GB
2518,8942,16GB
2519,8942,8GB
2520,8941,16GB
2521,8834,32GB
2522,8850,32GB
2523,8794,32GB
2524,8794,64GB
2525,8605,16GB
2526,8605,64GB
2527,8604,16GB
2528,8604,32GB
2529,8603,16GB
2530,8603,64GB
2531,8602,16GB
2532,8602,32GB
2533,8559,16GB
2534,8423,64GB
2535,8376,16GB
2536,8375,16GB
2537,8506,8GB
2538,8320,8GB
2539,8319,32GB
2540,8319,64GB
2541,8318,32GB
2542,8317,16GB
2543,8317,32GB
2544,8316,16GB
2545,8316,32GB
2546,9744,16GB
2547,8311,
2548,8208,4GB
2549,8368,
2550,8193,16GB
2551,8193,8GB
2552,8147,32GB
2553,8146,32GB
2554,8145,64GB
2555,8125,32GB
2556,8125,64GB
2557,8101,8GB
2558,8038,128GB
2559,8038,64GB
2560,7953,32GB
2561,7953,64GB
2562,7952,16GB
2563,7951,16GB
2564,7951,8GB
2565,7947,16GB
2566,7946,16GB
2567,7939,16GB
2568,7918,32GB
2569,7878,32GB
2570,7865,16GB
2571,7850,16GB
2572,7802,16GB
2573,7802,32GB
2574,7802,8GB
2575,7756,16GB
2576,7755,32GB
2577,7755,64GB
2578,7742,8GB
2579,8549,64GB
2580,7642,16GB
2581,7605,8GB
2582,8142,16GB
2583,7557,32GB
2584,7539,32GB
2585,7711,16GB
2586,7552,8GB
2587,7540,16GB
2588,7354,32GB
2589,7511,64GB
2590,7507,8GB
2591,8043,4GB
2592,7233,4GB
2593,7216,
2594,7214,8GB
2595,7197,16GB
2596,7192,4GB
2597,7147,16GB
2598,7046,32GB
2599,7886,16GB
2600,7088,8GB
2601,7167,8GB
2602,7089,16GB
2603,7090,16GB
2604,7090,8GB
2605,7063,16GB
2606,6956,16GB
2607,8185,16GB
2608,8185,8GB
2609,6955,16GB
2610,6955,8GB
2611,6938,8GB
2612,6920,32GB
2613,6919,32GB
2614,6848,16GB
2615,6842,8GB
2616,6855,8GB
2617,6789,4GB
2618,6788,8GB
2619,6787,8GB
2620,6739,16GB
2621,6739,32GB
2622,6746,8GB
2623,6852,32GB
2624,6731,16GB
2625,6730,16GB
2626,6681,16GB
2627,6643,32GB
2628,6642,32GB
2629,6595,4GB
2630,6396,32GB
2631,6529,16GB
2632,6293,16GB
2633,6293,8GB
2634,6370,8GB
2635,6673,4GB
2636,6369,8GB
2637,6368,4GB
2638,6296,4GB
2639,6729,4GB
2640,6674,8GB
2641,6283,4GB
2642,6282,16GB
2643,6282,32GB
2644,6281,16GB
2645,6281,8GB
2646,6280,16GB
2647,6280,8GB
2648,6279,8GB
2649,6166,16GB
2650,6166,32GB
2651,6159,16GB
2652,6158,16GB
2653,6157,8GB
2654,6047,8GB
2655,5934,8GB
2656,5894,8GB
2657,5893,8GB
2658,5843,16GB
2659,5836,16GB
2660,5836,32GB
2661,5835,16GB
2662,5835,32GB
2663,5830,4GB
2664,5851,4GB
2665,5684,16GB
2666,5684,32GB
2667,5683,16GB
2668,5689,4GB
2669,5612,4GB
2670,5544,4GB
2671,5544,8GB
2672,5486,4GB
2673,5486,8GB
2674,5450,4GB
2675,5850,4GB
2676,5849,
2677,5385,4GB
2678,5354,32GB
2679,6196,16GB
2680,6197,16GB
2681,6198,16GB
2682,6198,32GB
2683,5353,16GB
2684,5352,16GB
2685,5352,4GB
2686,5241,16GB
2687,5241,32GB
2688,5244,4GB
2689,5247,16GB
2690,5463,4GB
2691,5462,4GB
2692,5245,4GB
2693,5333,4GB
2694,5246,512MB
2695,5243,4GB
2696,5140,4GB
2697,5095,512MB
2698,5094,4GB
2699,5060,4GB
2700,4985,4GB
2701,4956,8GB
2702,4911,4GB
2703,4912,220MB
2704,4864,
2705,4863,
2706,4862,
2707,4861,63MB
2708,4860,
2709,4859,
2710,4858,
2711,4424,16GB
2712,4424,8GB
2713,4711,220MB
2714,4445,16GB
2715,4423,
2716,4441,16GB
2717,4440,16GB
2718,4439,8GB
2719,4442,16GB
2720,4443,16GB
2721,4443,32GB
2722,4444,16GB
2723,4444,32GB
2724,4444,64GB
2725,10185,
2726,7968,
2727,7008,
2728,11751,64GB
2729,10742,128GB
2730,10743,128GB
2731,10744,64GB
2732,10585,128GB
2733,10586,128GB
2734,10586,64GB
2735,10587,32GB
2736,10564,128GB
2737,10464,128GB
2738,10464,64GB
2739,10558,64GB
2740,10463,64GB
2741,10459,64GB
2742,10458,128GB
2743,10442,128GB
2744,10442,256GB
2745,10597,32GB
2746,10597,64GB
2747,10368,128GB
2748,10451,32GB
2749,10382,32GB
2750,10378,128GB
2751,10257,64GB
2752,10255,64GB
2753,10340,128GB
2754,10209,128GB
2755,10186,8GB
2756,10256,128GB
2757,10103,128GB
2758,10103,256GB
2759,10102,32GB
2760,10090,32GB
2761,10088,128GB
2762,10088,64GB
2763,10087,64GB
2764,10086,32GB
2765,9952,32GB
2766,9906,256GB
2767,9844,128GB
2768,9815,64GB
2769,9827,16GB
2770,9828,16GB
2771,9805,32GB
2772,9804,32GB
2773,9753,64GB
2774,9752,32GB
2775,9752,64GB
2776,9751,32GB
2777,9758,32GB
2778,9607,128GB
2779,9608,128GB
2780,9608,64GB
2781,9540,128GB
2782,9585,64GB
2783,9586,32GB
2784,9587,32GB
2785,9411,64GB
2786,9300,128GB
2787,9300,64GB
2788,9355,4GB
2789,9544,16GB
2790,9309,16GB
2791,9305,32GB
2792,9305,64GB
2793,9304,32GB
2794,9304,64GB
2795,9285,64GB
2796,9278,16GB
2797,9278,32GB
2798,9251,32GB
2799,9228,32GB
2800,9228,64GB
2801,9191,128GB
2802,9191,64GB
2803,9206,32GB
2804,9206,64GB
2805,9115,128GB
2806,9115,64GB
2807,9090,128GB
2808,9090,256GB
2809,9122,16GB
2810,10072,16GB
2811,9190,32GB
2812,9074,16GB
2813,9074,32GB
2814,9073,16GB
2815,9073,32GB
2816,9047,16GB
2817,9006,32GB
2818,8712,128GB
2819,8712,64GB
2820,8781,32GB
2821,8756,16GB
2822,8756,32GB
2823,8756,64GB
2824,8780,32GB
2825,8696,32GB
2826,8466,128GB
2827,8466,32GB
2828,8466,64GB
2829,8584,16GB
2830,8584,32GB
2831,8552,4GB
2832,8551,4GB
2833,8694,32GB
2834,8492,16GB
2835,8492,32GB
2836,8679,16GB
2837,8678,16GB
2838,8678,32GB
2839,8491,16GB
2840,8491,32GB
2841,8490,16GB
2842,8817,16GB
2843,8817,8GB
2844,8489,16GB
2845,8489,8GB
2846,8488,8GB
2847,8484,32GB
2848,8403,32GB
2849,8238,32GB
2850,8238,64GB
2851,8184,16GB
2852,8183,16GB
2853,8159,16GB
2854,8158,32GB
2855,8463,16GB
2856,8081,16GB
2857,8081,32GB
2858,8133,16GB
2859,8132,16GB
2860,8079,16GB
2861,8079,32GB
2862,8085,16GB
2863,7980,8GB
2864,8269,8GB
2865,8056,32GB
2866,7815,32GB
2867,7977,16GB
2868,7976,16GB
2869,7927,16GB
2870,7927,8GB
2871,7926,16GB
2872,7849,16GB
2873,7848,16GB
2874,7848,8GB
2875,7883,8GB
2876,7828,16GB
2877,7773,16GB
2878,7675,16GB
2879,7681,4GB
2880,7680,4GB
2881,7607,4GB
2882,7606,32GB
2883,7606,64GB
2884,7556,16GB
2885,7556,32GB
2886,7575,16GB
2887,7515,16GB
2888,7496,32GB
2889,7451,4GB
2890,7442,8GB
2891,7437,8GB
2892,7363,8GB
2893,7345,32MB
2894,7344,32MB
2895,7250,8GB
2896,7253,32GB
2897,6901,
2898,7245,16GB
2899,7245,8GB
2900,7212,16GB
2901,7212,8GB
2902,7148,16GB
2903,7070,
2904,7718,4GB
2905,7051,8GB
2906,7052,8GB
2907,7053,8GB
2908,7054,4GB
2909,6916,16GB
2910,6916,32GB
2911,6812,4GB
2912,6775,8GB
2913,6776,4GB
2914,6764,32GB
2915,6750,32GB
2916,6709,4GB
2917,6709,8GB
2918,6606,4GB
2919,6415,4GB
2920,6555,8GB
2921,6593,8GB
