,Device ID,Memory
2922,6592,4GB
2923,6575,16GB
2924,6575,32GB
2925,6569,8GB
2926,6562,32GB
2927,6554,16GB
2928,6546,4GB
2929,6547,4GB
2930,6548,4GB
2931,6545,8GB
2932,6520,32GB
2933,6509,8GB
2934,6475,8GB
2935,6315,4GB
2936,6572,32GB
2937,6294,16GB
2938,6294,32GB
2939,7133,256MB
2940,6366,4GB
2941,6357,8GB
2942,7289,16GB
2943,6354,16GB
2944,6353,16GB
2945,6352,8GB
2946,7038,8GB
2947,6333,4GB
2948,6326,8GB
2949,6307,4GB
2950,6173,16GB
2951,6133,4GB
2952,6133,8GB
2953,6118,8GB
2954,6117,8GB
2955,6077,8GB
2956,6171,8GB
2957,6100,8GB
2958,6285,4GB
2959,6101,4GB
2960,7062,4GB
2961,6286,4GB
2962,6102,4GB
2963,6052,16GB
2964,6052,32GB
2965,6385,4GB
2966,6032,4GB
2967,5998,4GB
2968,5901,32GB
2969,5705,16GB
2970,5705,32GB
2971,5806,32GB
2972,5798,2GB
2973,5772,8GB
2974,5736,8GB
2975,5750,4GB
2976,5723,
2977,5673,16GB
2978,5543,16GB
2979,5543,32GB
2980,5650,8GB
2981,5649,8GB
2982,5602,16GB
2983,5488,4GB
2984,5487,4GB
2985,5554,4GB
2986,5509,4GB
2987,5390,8GB
2988,5315,8GB
2989,5722,4GB
2990,5722,8GB
2991,5316,8GB
2992,5254,16GB
2993,5254,32GB
2994,5372,4GB
2995,5275,4GB
2996,5373,4GB
2997,5293,4GB
2998,5389,4GB
2999,5292,4GB
3000,5608,4GB
3001,5048,16GB
3002,5048,8GB
3003,6448,40MB
3004,6449,128MB
3005,5964,128MB
3006,5089,78.4MB
3007,5078,16GB
3008,5032,8GB
3009,5025,4GB
3010,5325,16GB
3011,4950,
3012,5062,16GB
3013,4751,32GB
3014,4941,32GB
3015,5005,32GB
3016,4982,4GB
3017,4981,4GB
3018,4964,4GB
3019,4955,4GB
3020,4948,8GB
3021,4932,32GB
3022,4835,1GB
3023,4833,78.4MB
3024,4984,128MB
3025,4984,50MB
3026,4779,128MB
3027,4779,50MB
3028,4749,4GB
3029,4702,128MB
3030,4702,50MB
3031,4739,16GB
3032,4717,4GB
3033,4712,50MB
3034,4653,8GB
3035,4649,4GB
3036,4563,16GB
3037,4562,8GB
3038,4545,16GB
3039,4565,4GB
3040,4571,4GB
3041,4554,32GB
3042,4555,16GB
3043,4461,1GB
3044,4446,32GB
3045,4625,480MB
3046,4430,4GB
3047,4416,4GB
3048,4377,4GB
3049,4392,43MB
3050,4064,8GB
3051,4329,4GB
3052,4353,2GB
3053,4402,179MB
3054,4351,
3055,4257,2GB
3056,4352,150MB
3057,4253,15MB
3058,4221,16GB
3059,4286,512MB
3060,4213,4GB
3061,4188,4GB
3062,4201,8GB
3063,4140,8GB
3064,4157,512MB
3065,4067,2GB
3066,4309,150MB
3067,4043,512MB
3068,4289,8GB
3069,4287,4GB
3070,4037,2GB
3071,4040,512MB
3072,4090,
3073,4258,59MB
3074,4610,15MB
3075,4561,10MB
3076,4942,4MB
3077,4470,19MB
3078,4048,25MB
3079,4094,
3080,4092,128MB
3081,4248,50MB
3082,4326,50MB
3083,4259,60MB
3084,4089,50MB
3085,3994,50MB
3086,4211,50MB
3087,4658,78MB
3088,4635,50MB
3089,3952,
3090,3937,16GB
3091,4074,
3092,4033,430MB
3093,3924,160MB
3094,3918,160MB
3095,3886,8GB
3096,3880,20MB
3097,3759,8GB
3098,3835,32GB
3099,4210,
3100,4095,4MB
3101,3758,1MB
3102,3837,140MB
3103,3219,10MB
3104,3735,
3105,3704,2GB
3106,3762,8GB
3107,3598,8GB
3108,3667,8GB
3109,3732,16GB
3110,3852,80MB
3111,3701,15MB
3112,3684,20MB
3113,3860,1MB
3114,3698,1MB
3115,3695,1MB
3116,3674,15MB
3117,3909,128MB
3118,3909,15MB
3119,3651,128MB
3120,3651,15MB
3121,3731,512MB
3122,3632,512MB
3123,3631,
3124,3630,170MB
3125,3613,60MB
3126,3605,
3127,3606,
3128,3558,16GB
3129,3555,16GB
3130,3532,16GB
3131,3486,158MB
3132,3494,150MB
3133,3669,150MB
3134,3609,
3135,3583,
3136,3544,170MB
3137,3516,170MB
3138,3345,8GB
3139,3414,5MB
3140,3220,80MB
3141,3217,60MB
3142,3218,
3143,3478,
3144,3470,
3145,3676,30MB
3146,3459,30MB
3147,3452,30MB
3148,3458,20MB
3149,3411,20MB
3150,3412,20MB
3151,3444,7MB
3152,3360,30MB
3153,3260,100MB
3154,3359,60MB
3155,3356,512MB
3156,3352,50MB
3157,3216,160MB
3158,3274,
3159,3341,
3160,3340,
3161,3221,4GB
3162,3257,3GB
3163,3245,40MB
3164,3276,190MB
3165,3076,150MB
3166,3261,6MB
3167,3251,32MB
3168,3254,1MB
3169,3253,
3170,3233,
3171,3124,512MB
3172,3211,170MB
3173,3081,139MB
3174,3215,60MB
3175,3204,
3176,3164,
3177,3136,30MB
3178,3095,80MB
3179,3199,40MB
3180,3078,330MB
3181,5444,64MB
3182,4086,40MB
3183,3135,56MB
3184,3106,
3185,3083,60MB
3186,3496,4MB
3187,12472,32GB
3188,12471,128GB
3189,12465,4MB
3190,12464,4MB
3191,12381,128GB
3192,12381,256GB
3193,12322,32GB
3194,12321,32GB
3195,12285,
3196,12284,
3197,12286,
3198,12283,
3199,12282,
3200,12281,
3201,12244,128GB
3202,12210,
3203,12184,64GB
3204,12139,128GB
3205,12139,64GB
3206,12138,128GB
3207,12138,64GB
3208,12137,128GB
3209,12137,256GB
3210,12137,64GB
3211,12136,32GB
3212,12085,64GB
3213,11973,4GB
3214,11831,128GB
3215,11831,256GB
3216,12373,128GB
3217,12373,32GB
3218,11826,128GB
3219,11826,64GB
3220,11825,128GB
3221,11825,32GB
3222,11825,64GB
3223,11823,128GB
3224,11823,64GB
3225,11818,64GB
3226,11741,
3227,11666,128MB
3228,11667,128MB
3229,11670,4GB
3230,11668,
3231,11669,32GB
3232,11669,64GB
3233,11644,32GB
3234,11644,64GB
3235,11629,32GB
3236,11628,32GB
3237,11381,32GB
3238,11381,64GB
3239,11380,32GB
3240,11380,64GB
3241,11740,4MB
3242,11739,4MB
3243,11382,32GB
3244,11358,32GB
3245,11358,64GB
3246,11356,128GB
3247,11356,64GB
3248,11207,128GB
3249,11135,64GB
3250,11142,32GB
3251,11142,64GB
3252,11077,128GB
3253,11077,64GB
3254,11013,128GB
3255,11013,64GB
3256,10967,32GB
3257,10967,64GB
3258,11025,16MB
3259,11019,16GB
3260,10965,48MB
3261,10966,48MB
3262,10959,32GB
3263,10955,16GB
3264,10955,32GB
3265,10838,128GB
3266,10840,128GB
3267,10840,64GB
3268,10841,128GB
3269,10841,64GB
3270,10842,32GB
3271,10842,64GB
3272,10843,16GB
3273,10843,32GB
3274,10844,16GB
3275,10844,32GB
3276,10700,16GB
3277,10700,32GB
3278,10700,64GB
3279,10624,128GB
3280,10624,64GB
3281,10584,16GB
3282,10575,4GB
3283,10576,4GB
3284,10588,64GB
3285,10547,16GB
3286,10532,128MB
3287,10533,128MB
3288,10404,32GB
3289,10404,64GB
3290,10460,32GB
3291,10460,64GB
3292,10351,16GB
3293,10351,32GB
3294,10273,64GB
3295,10275,16GB
3296,10275,32GB
3297,10274,16GB
3298,10274,32GB
3299,10241,4MB
3300,10240,4MB
3301,10142,128GB
3302,10142,64GB
3303,10117,128GB
3304,10117,64GB
3305,10143,16GB
3306,10144,16MB
3307,10131,16GB
3308,9993,16GB
3309,9988,32GB
3310,9833,128GB
3311,9833,64GB
3312,9834,128GB
3313,9834,32GB
3314,9834,64GB
3315,9835,4GB
3316,9835,512MB
3317,10910,4GB
3318,10910,512MB
3319,9836,4GB
3320,9836,512MB
3321,9774,24MB
3322,9845,4MB
3323,9773,4MB
3324,9737,32GB
3325,9736,32GB
3326,9731,16GB
3327,9731,32GB
3328,9652,128GB
3329,9652,64GB
3330,8867,128GB
3331,9603,16GB
3332,9603,32GB
3333,10619,16GB
3334,9604,16GB
3335,9604,32GB
3336,9604,64GB
3337,9538,16GB
3338,9538,8GB
3339,9606,16MB
3340,9342,128GB
3341,9342,64GB
3342,9405,4MB
3343,9364,16GB
3344,9364,32GB
3345,9354,32GB
3346,9354,64GB
3347,9178,32GB
3348,9178,64GB
3349,9246,32GB
3350,9246,64GB
3351,9214,16GB
3352,9214,32GB
3353,9215,16GB
3354,9215,32GB
3355,9216,8GB
3356,9089,4GB
3357,9087,128GB
3358,9058,64GB
3359,8972,32GB
3360,8972,64GB
3361,9052,8GB
3362,9046,512MB
3363,8513,8GB
3364,8907,64GB
3365,8876,64MB
3366,8522,128GB
3367,8522,64GB
3368,8770,4MB
3369,8769,8MB
3370,8572,16GB
3371,8571,16GB
3372,6885,32GB
3373,6885,64GB
3374,8597,16MB
3375,8475,
3376,8343,
3377,7772,
3378,7771,
3379,7517,
3380,7516,
3381,7272,
3382,7271,
3383,6910,
3384,6911,
3385,6877,8GB
3386,6814,32GB
3387,6640,8GB
3388,6639,8GB
3389,6638,16GB
3390,6571,
3391,6570,
3392,6524,4GB
3393,6523,4GB
3394,6383,4GB
3395,6288,
3396,6287,
3397,6227,32GB
3398,6254,512MB
3399,6254,8GB
3400,6255,8GB
3401,6232,8GB
3402,6148,4GB
3403,6147,4GB
3404,6067,4GB
3405,6149,
3406,6150,
3407,5833,32GB
3408,5869,8GB
3409,5760,16GB
3410,5760,32GB
3411,5791,8GB
3412,5702,32GB
3413,5796,
3414,5794,
3415,5795,
3416,5793,
3417,5792,
3418,5703,
3419,5663,256MB
3420,5636,
3421,5635,384
3422,5438,8GB
3423,5506,32GB
3424,5506,64GB
3425,5560,256MB
3426,5559,256MB
3427,5451,16GB
3428,5451,32GB
3429,5437,32GB
3430,5445,128MB
3431,5417,64MB
3432,5321,8GB
3433,5322,8GB
3434,5323,256MB
3435,5324,384
3436,5324,8MB
3437,5324,kB
3438,5291,128MB
3439,5291,20MB
3440,5150,4GB
3441,5147,8GB
3442,5145,16MB
3443,5138,64MB
3444,5137,64MB
3445,5096,64MB
3446,5090,16GB
3447,5069,4GB
3448,5024,8GB
3449,5009,128MB
3450,5009,20MB
3451,5010,128MB
3452,5010,20MB
3453,4967,32GB
3454,4968,8GB
3455,4802,140MB
3456,4802,256MB
3457,4801,10MB
3458,4801,64MB
3459,4800,10MB
3460,4800,64MB
3461,4758,16MB
3462,4757,16MB
3463,4756,10MB
3464,4755,10MB
3465,4695,8GB
3466,4690,
3467,4577,16GB
3468,4662,16GB
3469,4576,8GB
3470,4546,100MB
3471,4546,256MB
3472,4579,10MB
3473,4579,32MB
3474,4580,10MB
3475,4580,32MB
3476,4578,16GB
3477,4275,16GB
3478,4391,8GB
3479,4354,10MB
3480,4354,64MB
3481,4240,16GB
3482,4372,8GB
3483,4276,8GB
3484,4278,170MB
3485,4278,256MB
3486,4279,140MB
3487,4279,256MB
3488,4280,10MB
3489,4280,64MB
3490,4281,10MB
3491,4281,64MB
3492,4243,1GB
3493,4243,2GB
3494,4241,64MB
3495,4242,64MB
3496,4220,256MB
3497,4220,40MB
3498,4223,256MB
3499,4223,40MB
3500,4222,256MB
3501,4222,60MB
3502,4121,
3503,4120,
3504,4119,8GB
3505,4021,2GB
3506,4118,2GB
3507,4113,128MB
3508,4113,140MB
3509,4085,2GB
3510,3398,16GB
3511,3398,64GB
3512,4019,270MB
3513,4019,512MB
3514,3931,10MB
3515,3995,10MB
3516,3996,10MB
3517,4020,8GB
3518,3915,1GB
3519,3915,290MB
3520,3997,
3521,3961,8GB
3522,3962,
3523,3664,1GB
3524,3717,8GB
3525,3885,8GB
3526,3853,
3527,3610,128MB
3528,3610,55MB
3529,3638,128MB
3530,3638,43MB
3531,3578,40MB
3532,3545,16GB
3533,3524,1GB
3534,3524,340MB
3535,3394,8GB
3536,3525,128MB
3537,3525,30MB
3538,3477,51MB
3539,3479,128MB
3540,3479,256MB
3541,3397,8GB
3542,3396,200MB
3543,3390,70MB
3544,3348,250MB
3545,3367,64MB
3546,3366,10MB
3547,3366,64MB
3548,3365,10MB
3549,3365,64MB
3550,3364,
3551,3252,16GB
3552,3304,128MB
3553,3304,48MB
3554,3229,240MB
3555,3198,250MB
3556,3269,128MB
3557,3269,55MB
3558,3122,50MB
3559,3285,256MB
3560,3286,256MB
3561,3121,55MB
3562,3041,30MB
3563,3109,16GB
3564,10792,32GB
3565,10792,64GB
3566,12771,1TB
3567,12771,256GB
3568,12771,512GB
3569,12772,256GB
3570,12772,512GB
3571,12773,128GB
3572,12773,256GB
3573,12773,512GB
3574,12784,128GB
3575,12785,128GB
3576,12785,256GB
3577,12555,128GB
3578,12555,256GB
3579,12638,128GB
3580,12638,256GB
3581,12637,128GB
3582,12637,256GB
3583,12617,128GB
3584,12617,64GB
3585,12616,128GB
3586,12616,64GB
3587,12520,128GB
3588,12520,256GB
3589,12609,128GB
3590,12609,256GB
3591,12517,128GB
3592,12517,256GB
3593,12584,128GB
3594,12584,64GB
3595,12583,128GB
3596,12583,64GB
3597,12453,128GB
3598,12418,
3599,12252,
3600,12217,1TB
3601,12217,256GB
3602,12217,512GB
3603,12440,256GB
3604,12440,512GB
3605,12439,128GB
3606,12439,256GB
3607,12438,16GB
3608,12437,16GB
3609,11290,128GB
3610,12239,256GB
3611,12176,128GB
3612,12175,128GB
3613,12189,128GB
3614,12189,256GB
3615,12070,128GB
3616,12070,256GB
3617,12074,128GB
3618,12074,256GB
3619,12160,128GB
3620,12160,64GB
3621,12024,1TB
3622,12024,256GB
3623,12024,512GB
3624,12083,256GB
3625,12083,512GB
3626,12082,128GB
3627,12082,256GB
3628,12082,512GB
3629,12151,128GB
3630,12151,64GB
3631,12004,128GB
3632,12004,64GB
3633,12054,64GB
3634,12022,128GB
3635,12022,64GB
3636,11988,32GB
3637,11988,64GB
3638,11945,128GB
3639,11945,32GB
3640,11945,64GB
3641,11840,128GB
3642,11840,64GB
3643,11803,128GB
3644,11803,32GB
3645,11803,64GB
3646,11817,128GB
3647,11817,32GB
3648,11817,64GB
3649,11737,
3650,11538,
3651,11749,16GB
3652,11748,16GB
3653,11736,128GB
3654,11736,64GB
3655,11633,128GB
3656,11633,64GB
3657,11654,128GB
3658,11654,64GB
3659,11665,128GB
3660,11665,32GB
3661,11665,64GB
3662,11600,128GB
3663,11624,128GB
3664,11624,64GB
3665,11564,128GB
3666,11564,64GB
3667,11524,128GB
3668,11524,64GB
3669,11439,128GB
3670,11439,256GB
3671,11459,128GB
3672,11257,128GB
3673,11257,256GB
3674,11268,128GB
3675,11268,256GB
3676,11429,128GB
3677,11429,256GB
3678,11406,128GB
3679,11404,128GB
3680,11403,128GB
3681,11403,64GB
3682,11373,128GB
3683,11373,64GB
3684,11402,128GB
3685,11402,32GB
3686,11402,64GB
3687,11251,128GB
3688,11251,1TB
3689,11251,256GB
3690,11251,512GB
3691,11252,128GB
3692,11252,256GB
3693,11253,128GB
3694,11253,256GB
3695,11274,128GB
3696,11274,256GB
3697,11274,512GB
3698,11342,128GB
3699,11342,256GB
3700,11342,512GB
3701,11343,128GB
3702,11343,256GB
3703,10954,128GB
3704,10954,256GB
3705,11265,128GB
3706,11265,32GB
3707,11265,64GB
3708,11149,128GB
3709,11149,64GB
3710,11244,128GB
3711,11244,32GB
3712,11244,64GB
3713,11215,32GB
3714,11124,128GB
3715,11110,128GB
3716,11011,128GB
3717,11011,64GB
3718,11062,128GB
3719,10937,32GB
3720,10937,64GB
3721,11039,128GB
3722,11039,256GB
3723,10906,
3724,11044,
3725,11046,16GB
3726,11045,16GB
3727,11087,128GB
3728,11087,64GB
3729,11041,128GB
3730,11041,32GB
3731,11041,64GB
3732,11015,128GB
3733,11015,64GB
3734,10996,128GB
3735,10996,64GB
3736,10887,
3737,10873,128GB
3738,10873,64GB
3739,10948,128GB
3740,10948,64GB
3741,10933,32GB
3742,10933,64GB
3743,10922,128GB
3744,10922,256GB
3745,10922,64GB
3746,10900,128GB
3747,10848,128GB
3748,10860,128GB
3749,10860,32GB
3750,10860,64GB
3751,10850,128GB
3752,10825,128GB
3753,10825,64GB
3754,10824,32GB
3755,10824,64GB
3756,10469,128GB
3757,10469,256GB
3758,10631,128GB
3759,10631,256GB
3760,10641,128GB
3761,10641,256GB
3762,10718,64GB
3763,10753,128GB
3764,10753,64GB
3765,10749,128GB
3766,10749,256GB
3767,10740,128GB
3768,10578,128GB
3769,10578,64GB
3770,10596,128GB
3771,10596,256GB
3772,10596,512GB
3773,10625,128GB
3774,10625,256GB
3775,10626,128GB
3776,10626,256GB
3777,10648,128GB
3778,10648,64GB
3779,10663,32GB
3780,10663,64GB
3781,10604,128GB
3782,10604,32GB
3783,10604,64GB
3784,10709,32GB
3785,10708,32GB
3786,10708,64GB
3787,10603,16GB
3788,10603,32GB
3789,10603,64GB
3790,10580,128GB
3791,10580,64GB
3792,10496,128GB
3793,10498,128GB
3794,10498,64GB
3795,10476,128GB
3796,10476,64GB
3797,10377,128GB
3798,10377,256GB
3799,10428,128GB
3800,10428,256GB
3801,10412,128GB
3802,10411,32GB
3803,10411,64GB
3804,10148,128GB
3805,10371,128GB
3806,10342,
3807,10261,128GB
3808,10261,256GB
3809,10261,512GB
3810,10355,256GB
3811,10355,512GB
3812,10325,128GB
3813,10325,256GB
3814,10338,256GB
3815,10315,4GB
3816,10315,8GB
3817,10336,128GB
3818,10336,256GB
3819,10336,512GB
3820,10337,128GB
3821,10337,256GB
3822,10337,512GB
3823,10244,
3824,10333,128GB
3825,10335,32GB
3826,10316,16GB
3827,10316,32GB
3828,10314,16GB
3829,10314,32GB
3830,10276,128GB
3831,10216,32GB
3832,10239,128GB
3833,10239,32GB
3834,10239,64GB
3835,10208,16GB
3836,10243,128GB
3837,10146,128GB
3838,10157,128GB
3839,10172,32GB
3840,10483,32GB
3841,10158,128GB
3842,10158,64GB
3843,10124,32GB
3844,10124,64GB
3845,10149,128GB
3846,10149,64GB
3847,10138,64GB
3848,10111,128GB
3849,10111,64GB
3850,10132,32GB
3851,10132,64GB
3852,10079,128GB
3853,10079,64GB
3854,10040,128GB
3855,10040,256GB
3856,10040,512GB
3857,10084,128GB
3858,10084,512GB
3859,10041,128GB
3860,10041,256GB
3861,10041,512GB
3862,10080,128GB
3863,10254,128GB
3864,10044,128GB
3865,10081,128GB
3866,10054,
3867,10004,128GB
3868,10001,64GB
3869,10003,128GB
3870,9917,128GB
3871,9917,512GB
3872,9999,16GB
3873,9999,32GB
3874,9995,128GB
3875,9963,128GB
3876,9963,256GB
3877,9963,64GB
3878,9937,64GB
3879,9899,128GB
3880,9852,32GB
3881,9852,64GB
3882,9818,128GB
3883,9818,64GB
3884,9861,32GB
3885,9851,
3886,9523,
3887,9850,64GB
3888,9795,128GB
3889,9796,128GB
3890,9796,32GB
3891,9796,64GB
3892,9806,128GB
3893,9806,64GB
3894,9787,256GB
3895,9787,512GB
3896,9732,256GB
3897,9732,512GB
3898,9789,256GB
3899,9788,256GB
3900,9784,4GB
3901,9786,4GB
3902,9793,32GB
3903,9790,32GB
3904,9781,128GB
3905,9781,256GB
3906,9781,64GB
3907,9760,32GB
3908,9760,64GB
3909,9730,32GB
3910,9636,16GB
3911,9636,8GB
3912,9589,4GB
3913,9672,64GB
3914,9588,256GB
3915,9588,512GB
3916,9535,128GB
3917,9535,1TB
3918,9535,512GB
3919,9536,128GB
3920,9536,512GB
3921,9537,128GB
3922,9537,256GB
3923,9721,128GB
3924,9721,64GB
3925,9505,128GB
3926,9505,32GB
3927,9505,64GB
3928,9506,32GB
3929,9506,64GB
3930,9508,16GB
3931,9508,32GB
3932,9659,128GB
3933,9646,128GB
3934,9616,128GB
3935,9616,64GB
3936,9554,128GB
3937,9554,64GB
3938,9642,128GB
3939,9642,64GB
3940,9579,32GB
3941,9579,64GB
3942,9661,32GB
3943,9640,32GB
3944,9580,32GB
3945,9581,128GB
3946,9581,64GB
3947,9582,128GB
3948,9582,16GB
3949,9582,32GB
3950,9582,64GB
3951,9651,32GB
3952,9264,32GB
3953,9665,32GB
3954,9262,256GB
3955,9262,64GB
3956,9263,32GB
3957,9432,128GB
3958,9352,128GB
3959,9352,64GB
3960,9344,128GB
3961,9344,64GB
3962,9340,128GB
3963,9340,64GB
3964,9163,128GB
3965,9163,512GB
3966,9289,4GB
3967,9334,32GB
3968,9334,64GB
3969,9397,16GB
3970,9335,16GB
3971,9335,32GB
3972,9255,16GB
3973,9255,8GB
3974,9260,32GB
3975,9260,64GB
3976,9234,16GB
3977,9234,32GB
3978,8928,16GB
3979,9220,64GB
3980,9202,64GB
3981,9205,32GB
3982,9205,64GB
3983,9203,32GB
3984,9203,64GB
3985,9204,16GB
3986,9204,32GB
3987,9156,32GB
3988,9156,64GB
3989,9155,32GB
3990,9155,64GB
3991,9153,32GB
3992,9135,32GB
3993,8967,128GB
3994,8967,256GB
3995,8967,64GB
3996,8966,128GB
3997,8966,256GB
3998,8966,64GB
3999,8904,16GB
4000,8790,32GB
4001,8790,64GB
4002,8886,32GB
4003,8886,64GB
4004,8900,8GB
4005,8897,16GB
4006,8725,16GB
4007,8725,32GB
4008,8789,32GB
4009,8839,4GB
4010,8505,128GB
4011,8505,256GB
4012,8505,64GB
4013,8676,64GB
4014,8778,16GB
4015,8683,64GB
4016,8684,32GB
4017,8675,16GB
4018,8561,16GB
4019,8561,32GB
4020,8561,64GB
4021,8705,16GB
4022,8705,32GB
4023,8438,16GB
4024,9331,16GB
4025,9331,32GB
4026,8682,8GB
4027,8161,64GB
4028,8523,128GB
4029,8523,64GB
4030,8627,4GB
4031,8437,64GB
4032,8577,16GB
4033,8554,128GB
4034,8554,32GB
4035,8397,8GB
4036,8486,16GB
4037,8435,64GB
4038,8335,32GB
4039,8494,32GB
4040,8494,64GB
4041,8336,16GB
4042,8385,16GB
4043,8385,8GB
4044,8424,16GB
4045,8424,8GB
4046,8347,64GB
4047,7801,32GB
4048,8367,16GB
4049,8265,32GB
4050,8309,4GB
4051,8308,4GB
4052,8307,4GB
4053,8342,16GB
4054,8342,32GB
4055,8314,16GB
4056,8314,32GB
4057,8314,64GB
4058,8288,8GB
4059,8242,64GB
4060,8082,64GB
4061,8140,16GB
4062,8192,16GB
4063,8227,8GB
4064,8186,8GB
4065,8228,16GB
4066,8083,8GB
4067,8170,8GB
4068,8455,8GB
4069,8004,32GB
4070,8126,16GB
4071,8046,32GB
4072,8046,64GB
4073,8047,32GB
4074,8047,64GB
4075,7903,32GB
4076,7870,16GB
4077,7869,16GB
4078,8090,16GB
4079,8090,32GB
4080,7880,8GB
4081,7821,32GB
4082,7821,64GB
4083,7945,128GB
4084,7945,32GB
4085,7945,64GB
4086,7961,32GB
4087,7960,32GB
4088,7768,8GB
4089,7934,4GB
4090,7879,16GB
4091,7864,8GB
4092,7641,32GB
4093,7759,16GB
4094,7789,16GB
4095,7791,16GB
4096,8022,16GB
4097,7760,16GB
4098,7760,8GB
4099,7704,32GB
4100,7704,64GB
4101,7679,8GB
4102,7648,8GB
4103,7273,8GB
4104,7673,4GB
4105,7673,8GB
4106,7677,4GB
4107,7678,4GB
4108,7585,4GB
4109,7504,32GB
4110,7504,64GB
4111,7431,128GB
4112,7431,32GB
4113,7431,64GB
4114,7508,32GB
4115,7508,64GB
4116,7505,32GB
4117,7505,64GB
4118,7467,32GB
4119,7467,64GB
4120,7509,32GB
4121,7509,64GB
4122,6506,16GB
4123,7468,8GB
4124,7453,8GB
4125,7438,32GB
4126,7438,64GB
4127,7439,32GB
4128,7439,64GB
4129,7506,32GB
4130,7249,32GB
4131,7395,4GB
4132,8785,16GB
4133,8785,32GB
4134,7185,16GB
4135,7184,16GB
4136,7184,8GB
4137,6980,16GB
4138,7295,16GB
4139,7295,8GB
4140,7794,
4141,7751,
4142,7119,256MB
4143,7114,32GB
4144,7114,64GB
4145,7134,8GB
4146,7443,16GB
4147,7122,16GB
4148,7122,32GB
4149,8883,16GB
4150,7121,16GB
4151,7121,32GB
4152,6990,8GB
4153,7166,128GB
4154,7166,32GB
4155,7166,64GB
4156,7164,128GB
4157,7164,32GB
4158,7164,64GB
4159,7079,128GB
4160,7079,32GB
4161,7079,64GB
4162,7377,128GB
4163,7377,32GB
4164,7377,64GB
4165,6849,128GB
4166,6849,32GB
4167,6849,64GB
4168,7034,4GB
4169,7357,8GB
4170,6907,4GB
4171,7110,8GB
4172,6894,4GB
4173,7132,16GB
4174,6763,16GB
4175,6905,16GB
4176,6879,16GB
4177,6906,16GB
4178,6716,8GB
4179,6802,16GB
4180,6761,16GB
4181,6803,16GB
4182,6762,16GB
4183,6748,16GB
4184,6748,32GB
4185,4881,4GB
4186,6725,4GB
4187,6790,8GB
4188,6708,8GB
4189,6706,8GB
4190,6631,32GB
4191,6631,64GB
4192,6749,16GB
4193,6758,32GB
4194,6434,32GB
4195,6658,16GB
4196,6659,16GB
4197,6482,16GB
4198,6620,4GB
4199,7715,4GB
4200,7714,4GB
4201,7717,4GB
4202,7716,4GB
4203,6576,16GB
4204,6576,32GB
4205,6580,32GB
4206,6573,32GB
4207,6563,16GB
4208,6542,16GB
4209,6662,4GB
4210,6651,
4211,6650,
4212,6969,16GB
4213,6534,4GB
4214,6391,4GB
4215,6252,16GB
4216,6478,4GB
4217,6479,4GB
4218,6480,4GB
4219,6481,4GB
4220,6331,4GB
4221,6460,16GB
4222,6450,16GB
4223,6450,32GB
4224,6435,16GB
4225,6435,32GB
4226,6439,16GB
4227,6439,32GB
4228,6235,16GB
4229,6235,32GB
4230,6438,16GB
4231,6438,32GB
4232,6432,8GB
4233,6433,16GB
4234,6404,16GB
4235,6403,16GB
4236,6356,16GB
4237,6210,8GB
4238,6328,
4239,6289,16GB
4240,6284,4GB
4241,6245,16GB
4242,6251,16GB
4243,6251,8GB
4244,6250,16GB
4245,6250,8GB
4246,6241,16GB
4247,6241,8GB
4248,6249,16GB
4249,6248,16GB
4250,6240,16GB
4251,6247,16GB
4252,6246,16GB
4253,6239,16GB
4254,6209,8GB
4255,6190,16GB
4256,6190,8GB
4257,6272,16GB
4258,6237,16GB
4259,6237,32GB
4260,6338,16GB
4261,6033,16GB
4262,6033,32GB
4263,6846,16GB
4264,6099,8GB
4265,6505,256MB
4266,6170,32MB
4267,6170,64MB
4268,6054,4GB
4269,6015,16GB
4270,5961,16GB
4271,5975,8GB
4272,5969,8GB
4273,5958,16GB
4274,5958,8GB
4275,5945,32GB
4276,5945,64GB
4277,5944,32GB
4278,5944,64GB
4279,6048,32GB
4280,6048,64GB
4281,5943,32GB
4282,5943,64GB
4283,5942,32GB
4284,5942,64GB
4285,6212,32GB
4286,6212,64GB
4287,5941,16GB
4288,5941,32GB
4289,5940,16GB
4290,5940,32GB
4291,6049,16GB
4292,6049,32GB
4293,5946,16GB
4294,5946,32GB
4295,5928,8GB
4296,5904,8GB
4297,5889,16GB
4298,5889,32GB
4299,5887,16GB
4300,5886,8GB
4301,5876,4GB
4302,5862,8GB
4303,5814,16GB
4304,5846,
4305,5803,8GB
4306,5542,16GB
4307,5542,32GB
4308,5786,8GB
4309,5766,32GB
4310,5841,4GB
4311,5842,4GB
4312,6216,4GB
4313,6213,4GB
4314,5749,4GB
4315,5677,16GB
4316,5677,32GB
4317,5677,64GB
4318,5665,16GB
4319,5665,32GB
4320,5665,64GB
4321,5634,28MB
4322,5597,4GB
4323,5599,256MB
4324,5548,16GB
4325,5447,8GB
4326,6785,4GB
4327,5479,
4328,5375,8GB
4329,5446,16GB
4330,5456,16GB
4331,5456,32GB
4332,5491,16GB
4333,5491,32GB
4334,5490,16GB
4335,5490,32GB
4336,5478,16GB
4337,5478,32GB
4338,5468,4GB
4339,5419,8GB
4340,5423,16GB
4341,5423,8GB
4342,5422,16GB
4343,5422,8GB
4344,5398,16GB
4345,5398,8GB
