,Device ID,Body Dims(mm),Body Hight(mm),Body Width(mm),Body Depth(mm),Body Dims(inch),Body Hight(inch),Body Width(inch),Body Depth(inch),Body Weight(g),Body Weight(oz)
214,4308,70 x 70 x 16.8,70.0,70.0,16.8,2.76 x 2.76 x 0.66,2.76,2.76,0.66,93.8,3.28
215,4661,128 x 68 x 9.8,128.0,68.0,9.8,5.04 x 2.68 x 0.39,5.04,2.68,0.39,124.0,4.37
216,3799,116 x 62.2 x 12.2,116.0,62.2,12.2,4.57 x 2.45 x 0.48,4.57,2.45,0.48,144.0,5.08
217,3798,119 x 58 x 12.4,119.0,58.0,12.4,4.69 x 2.28 x 0.49,4.69,2.28,0.49,,
218,4629,110 x 57.4 x 12.4,110.0,57.4,12.4,4.33 x 2.26 x 0.49,4.33,2.26,0.49,120.0,4.23
219,3797,110 x 57.4 x 12.4,110.0,57.4,12.4,4.33 x 2.26 x 0.49,4.33,2.26,0.49,120.0,4.23
220,3796,109.8 x 58 x 12.4,109.8,58.0,12.4,4.32 x 2.28 x 0.49,4.32,2.28,0.49,96.4,3.39
221,3795,112 x 61.5 x 12.9,112.0,61.5,12.9,4.41 x 2.42 x 0.51,4.41,2.42,0.51,,3.6
222,3822,105 x 58 x 12.6,105.0,58.0,12.6,4.13 x 2.28 x 0.50,4.13,2.28,0.5,100.0,3.53
223,4659,112 x 58.6 x 12.1,112.0,58.6,12.1,4.41 x 2.31 x 0.48,4.41,2.31,0.48,123.0,4.34
224,4528,112 x 58.6 x 12.1,112.0,58.6,12.1,4.41 x 2.31 x 0.48,4.41,2.31,0.48,123.0,4.34
225,4104,110 x 58 x 12.6,110.0,58.0,12.6,4.33 x 2.28 x 0.50,4.33,2.28,0.5,100.7,3.53
226,3793,110 x 58 x 12.6,110.0,58.0,12.6,4.33 x 2.28 x 0.50,4.33,2.28,0.5,100.7,3.53
227,3794,114 x 56.2 x 14.9,114.0,56.2,14.9,4.49 x 2.21 x 0.59,4.49,2.21,0.59,146.0,5.15
228,3800,110.5 x 53.4 x 12.3,110.5,53.4,12.3,4.35 x 2.10 x 0.48,4.35,2.1,0.48,100.5,3.53
229,4628,115 x 61.1 x 12.9,115.0,61.1,12.9,4.53 x 2.41 x 0.51,4.53,2.41,0.51,102.5,3.63
230,4103,115 x 61.1 x 12.9,115.0,61.1,12.9,4.53 x 2.41 x 0.51,4.53,2.41,0.51,101.0,3.56
231,3824,118.5 x 59 x 12.2,118.5,59.0,12.2,4.67 x 2.32 x 0.48,4.67,2.32,0.48,105.0,3.7
232,3801,115 x 61.1 x 12.9,115.0,61.1,12.9,4.53 x 2.41 x 0.51,4.53,2.41,0.51,102.5,3.6
233,3802,111 x 58.2 x 14,111.0,58.2,14.0,4.37 x 2.29 x 0.55,4.37,2.29,0.55,100.6,3.53
234,3803,112 x 47.6 x 12.8,112.0,47.6,12.8,4.41 x 1.87 x 0.50,4.41,1.87,0.5,,
235,3804,96 x 48 x 16.8,96.0,48.0,16.8,3.78 x 1.89 x 0.66,3.78,1.89,0.66,77.0,2.72
236,3805,101.5 x 52.5 x 12.8,101.5,52.5,12.8,4.00 x 2.07 x 0.50,4.0,2.07,0.5,,
237,3806,105 x 58 x 12,105.0,58.0,12.0,4.13 x 2.28 x 0.47,4.13,2.28,0.47,87.0,3.07
238,3807,106 x 46 x 13.4,106.0,46.0,13.4,4.17 x 1.81 x 0.53,4.17,1.81,0.53,80.0,2.82
239,3808,105 x 58 x 12,105.0,58.0,12.0,4.13 x 2.28 x 0.47,4.13,2.28,0.47,85.0,3.0
240,3809,91 x 44.8 x 19.4,91.0,44.8,19.4,3.58 x 1.76 x 0.76,3.58,1.76,0.76,74.0,2.61
241,3810,103 x 58 x 12.1,103.0,58.0,12.1,4.06 x 2.28 x 0.48,4.06,2.28,0.48,80.0,2.82
242,3811,112 x 47.6 x 12.8,112.0,47.6,12.8,4.41 x 1.87 x 0.50,4.41,1.87,0.5,,
243,3812,107 x 46 x 14,107.0,46.0,14.0,4.21 x 1.81 x 0.55,4.21,1.81,0.55,80.0,2.82
244,3813,90 x 44.5 x 19.1,90.0,44.5,19.1,3.54 x 1.75 x 0.75,3.54,1.75,0.75,70.0,2.47
245,3814,106 x 46 x 14.4,106.0,46.0,14.4,4.17 x 1.81 x 0.57,4.17,1.81,0.57,62.0,2.19
246,3815,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,66.0,2.33
247,3816,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,68.0,2.29
248,3817,106 x 46 x 14.5,106.0,46.0,14.5,4.17 x 1.81 x 0.57,4.17,1.81,0.57,61.0,2.15
249,3818,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,67.0,2.36
250,3819,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,67.0,2.36
251,3820,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,65.0,2.29
252,3821,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,65.0,2.29
253,3823,96.2 x 53 x 14.1,96.2,53.0,14.1,3.79 x 2.09 x 0.56,3.79,2.09,0.56,80.0,2.82
254,3407,111 x 58.2 x 13.9,111.0,58.2,13.9,4.37 x 2.29 x 0.55,4.37,2.29,0.55,102.0,3.6
255,3186,70.6 x 70.6 x 20.7,70.6,70.6,20.7,2.78 x 2.78 x 0.81,2.78,2.78,0.81,113.0,3.99
256,3184,109 x 51 x 16.5,109.0,51.0,16.5,4.29 x 2.01 x 0.65,4.29,2.01,0.65,109.2,3.84
257,3182,100.5 x 58 x 12,100.5,58.0,12.0,3.96 x 2.28 x 0.47,3.96,2.28,0.47,76.0,2.68
258,3181,100.5 x 58 x 12,100.5,58.0,12.0,3.96 x 2.28 x 0.47,3.96,2.28,0.47,,
259,3178,103 x 58.6 x 12.9,103.0,58.6,12.9,4.06 x 2.31 x 0.51,4.06,2.31,0.51,85.0,3.0
260,3179,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,65.0,2.29
261,3176,106 x 46 x 14.5,106.0,46.0,14.5,4.17 x 1.81 x 0.57,4.17,1.81,0.57,60.0,2.12
262,3173,110 x 59 x 14.9,110.0,59.0,14.9,4.33 x 2.32 x 0.59,4.33,2.32,0.59,105.0,3.7
263,3188,106 x 57 x 16.5,106.0,57.0,16.5,4.17 x 2.24 x 0.65,4.17,2.24,0.65,120.0,4.23
264,3171,106 x 57 x 16.5,106.0,57.0,16.5,4.17 x 2.24 x 0.65,4.17,2.24,0.65,118.0,4.16
265,3175,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,65.0,2.29
266,3170,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,69.0,2.43
267,3172,108 x 46 x 15.3,108.0,46.0,15.3,4.25 x 1.81 x 0.60,4.25,1.81,0.6,66.0,2.33
268,3168,108 x 60.4 x 15.9,108.0,60.4,15.9,4.25 x 2.38 x 0.63,4.25,2.38,0.63,152.0,5.36
269,3174,118.5 x 59 x 12.2,118.5,59.0,12.2,4.67 x 2.32 x 0.48,4.67,2.32,0.48,105.0,3.7
270,3187,107 x 46 x 14.3,107.0,46.0,14.3,4.21 x 1.81 x 0.56,4.21,1.81,0.56,67.4,2.36
271,3185,91 x 45 x 19.2,91.0,45.0,19.2,3.58 x 1.77 x 0.76,3.58,1.77,0.76,90.0,3.17
272,3183,107 x 46 x 14.3,107.0,46.0,14.3,4.21 x 1.81 x 0.56,4.21,1.81,0.56,69.6,2.43
273,3180,107 x 46 x 14.3,107.0,46.0,14.3,4.21 x 1.81 x 0.56,4.21,1.81,0.56,69.6,2.43
274,3177,96 x 46.8 x 16.8,96.0,46.8,16.8,3.78 x 1.84 x 0.66,3.78,1.84,0.66,69.6,2.43
275,12548,159.9 x 76.7 x 8.3,159.9,76.7,8.3,6.30 x 3.02 x 0.33,6.3,3.02,0.33,221.0,7.8
276,12557,146.6 x 70.6 x 8.3,146.6,70.6,8.3,5.77 x 2.78 x 0.33,5.77,2.78,0.33,187.0,6.6
277,12558,160.9 x 77.8 x 7.8,160.9,77.8,7.8,6.33 x 3.06 x 0.31,6.33,3.06,0.31,201.0,7.09
278,12559,147.6 x 71.6 x 7.8,147.6,71.6,7.8,5.81 x 2.82 x 0.31,5.81,2.82,0.31,171.0,6.03
279,12560,49 x 44 x 14.4,49.0,44.0,14.4,1.93 x 1.73 x 0.57,1.93,1.73,0.57,61.4,2.15
280,12561,45 x 38 x 10.7,45.0,38.0,10.7,1.77 x 1.50 x 0.42,1.77,1.5,0.42,42.3,
281,12562,45 x 38 x 10.7,45.0,38.0,10.7,1.77 x 1.50 x 0.42,1.77,1.5,0.42,31.9,
282,11939,280.6 x 214.9 x 6.4,280.6,214.9,6.4,11.05 x 8.46 x 0.25,11.05,8.46,0.25,682.0,
283,11940,247.6 x 178.5 x 5.9,247.6,178.5,5.9,9.75 x 7.03 x 0.23,9.75,7.03,0.23,466.0,
284,11941,248.6 x 179.5 x 7,248.6,179.5,7.0,9.79 x 7.07 x 0.28,9.79,7.07,0.28,477.0,
285,11773,160.7 x 77.6 x 7.9,160.7,77.6,7.9,6.33 x 3.06 x 0.31,6.33,3.06,0.31,240.0,8.47
286,11860,147.5 x 71.5 x 7.9,147.5,71.5,7.9,5.81 x 2.81 x 0.31,5.81,2.81,0.31,206.0,7.27
287,11862,160.8 x 78.1 x 7.8,160.8,78.1,7.8,6.33 x 3.07 x 0.31,6.33,3.07,0.31,203.0,7.16
288,11861,146.7 x 71.5 x 7.8,146.7,71.5,7.8,5.78 x 2.81 x 0.31,5.78,2.81,0.31,172.0,6.07
289,11827,49 x 44 x 14.4,49.0,44.0,14.4,1.93 x 1.73 x 0.57,1.93,1.73,0.57,61.3,2.15
290,11866,45 x 38 x 10.7,45.0,38.0,10.7,1.77 x 1.50 x 0.42,1.77,1.5,0.42,42.3,
291,11864,45 x 38 x 10.7,45.0,38.0,10.7,1.77 x 1.50 x 0.42,1.77,1.5,0.42,32.0,
292,11865,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,33.0,1.16
293,11410,138.4 x 67.3 x 7.3,138.4,67.3,7.3,5.45 x 2.65 x 0.29,5.45,2.65,0.29,144.0,5.08
294,11411,247.6 x 178.5 x 6.1,247.6,178.5,6.1,9.75 x 7.03 x 0.24,9.75,7.03,0.24,461.0,
295,11089,160.8 x 78.1 x 7.7,160.8,78.1,7.7,6.33 x 3.07 x 0.30,6.33,3.07,0.3,240.0,8.47
296,11102,146.7 x 71.5 x 7.7,146.7,71.5,7.7,5.78 x 2.81 x 0.30,5.78,2.81,0.3,204.0,7.2
297,11103,146.7 x 71.5 x 7.7,146.7,71.5,7.7,5.78 x 2.81 x 0.30,5.78,2.81,0.3,174.0,6.14
298,11104,131.5 x 64.2 x 7.7,131.5,64.2,7.7,5.18 x 2.53 x 0.30,5.18,2.53,0.3,141.0,4.97
299,11105,195.4 x 134.8 x 6.3,195.4,134.8,6.3,7.69 x 5.31 x 0.25,7.69,5.31,0.25,293.0,
300,11106,250.6 x 174.1 x 7.5,250.6,174.1,7.5,9.87 x 6.85 x 0.30,9.87,6.85,0.3,487.0,
301,11147,45 x 38 x 10.7,45.0,38.0,10.7,1.77 x 1.50 x 0.42,1.77,1.5,0.42,37.0,
302,11146,45 x 38 x 10.7,45.0,38.0,10.7,1.77 x 1.50 x 0.42,1.77,1.5,0.42,42.3,
303,11107,45 x 38 x 10.7,45.0,38.0,10.7,1.77 x 1.50 x 0.42,1.77,1.5,0.42,32.0,
304,10864,280.6 x 214.9 x 6.4,280.6,214.9,6.4,11.05 x 8.46 x 0.25,11.05,8.46,0.25,682.0,
305,10865,247.6 x 178.5 x 5.9,247.6,178.5,5.9,9.75 x 7.03 x 0.23,9.75,7.03,0.23,466.0,
306,10237,160.8 x 78.1 x 7.4,160.8,78.1,7.4,6.33 x 3.07 x 0.29,6.33,3.07,0.29,228.0,8.04
307,10508,146.7 x 71.5 x 7.4,146.7,71.5,7.4,5.78 x 2.81 x 0.29,5.78,2.81,0.29,189.0,6.67
308,10509,146.7 x 71.5 x 7.4,146.7,71.5,7.4,5.78 x 2.81 x 0.29,5.78,2.81,0.29,164.0,5.78
309,10510,131.5 x 64.2 x 7.4,131.5,64.2,7.4,5.18 x 2.53 x 0.29,5.18,2.53,0.29,135.0,4.76
310,10444,247.6 x 178.5 x 6.1,247.6,178.5,6.1,9.75 x 7.03 x 0.24,9.75,7.03,0.24,458.0,
311,10445,250.6 x 174.1 x 7.5,250.6,174.1,7.5,9.87 x 6.85 x 0.30,9.87,6.85,0.3,490.0,
312,10446,44 x 38 x 10.4,44.0,38.0,10.4,1.73 x 1.50 x 0.41,1.73,1.5,0.41,36.4,1.27
313,10447,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,36.5,1.31
314,10448,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,47.1,1.66
315,10449,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,41.3,1.45
316,10170,138.4 x 67.3 x 7.3,138.4,67.3,7.3,5.45 x 2.65 x 0.29,5.45,2.65,0.29,148.0,5.22
317,10136,280.6 x 214.9 x 5.9,280.6,214.9,5.9,11.05 x 8.46 x 0.23,11.05,8.46,0.23,641.0,
318,10137,247.6 x 178.5 x 5.9,247.6,178.5,5.9,9.75 x 7.03 x 0.23,9.75,7.03,0.23,471.0,
319,9846,158 x 77.8 x 8.1,158.0,77.8,8.1,6.22 x 3.06 x 0.32,6.22,3.06,0.32,226.0,7.97
320,9847,144 x 71.4 x 8.1,144.0,71.4,8.1,5.67 x 2.81 x 0.32,5.67,2.81,0.32,188.0,6.63
321,9848,150.9 x 75.7 x 8.3,150.9,75.7,8.3,5.94 x 2.98 x 0.33,5.94,2.98,0.33,194.0,6.84
322,9857,250.6 x 174.1 x 7.5,250.6,174.1,7.5,9.87 x 6.85 x 0.30,9.87,6.85,0.3,483.0,
323,9860,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,47.8,1.69
324,9859,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,47.8,1.69
325,9858,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,36.7,1.31
326,9638,250.6 x 174.1 x 6.1,250.6,174.1,6.1,9.87 x 6.85 x 0.24,9.87,6.85,0.24,456.0,
327,9637,203.2 x 134.8 x 6.1,203.2,134.8,6.1,8.0 x 5.31 x 0.24,8.0,5.31,0.24,300.5,
328,9387,280.6 x 214.9 x 5.9,280.6,214.9,5.9,11.05 x 8.46 x 0.23,11.05,8.46,0.23,631.0,
329,9386,247.6 x 178.5 x 5.9,247.6,178.5,5.9,9.75 x 7.03 x 0.23,9.75,7.03,0.23,468.0,
330,9319,157.5 x 77.4 x 7.7,157.5,77.4,7.7,6.20 x 3.05 x 0.30,6.2,3.05,0.3,208.0,7.34
331,9318,143.6 x 70.9 x 7.7,143.6,70.9,7.7,5.65 x 2.79 x 0.30,5.65,2.79,0.3,177.0,6.24
332,9320,150.9 x 75.7 x 8.3,150.9,75.7,8.3,5.94 x 2.98 x 0.33,5.94,2.98,0.33,194.0,6.84
333,9321,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,48.0,1.69
334,9322,44 x 38 x 10.7,44.0,38.0,10.7,1.73 x 1.50 x 0.42,1.73,1.5,0.42,36.7,1.31
335,9142,240 x 169.5 x 7.5,240.0,169.5,7.5,9.45 x 6.67 x 0.30,9.45,6.67,0.3,469.0,
336,8858,143.6 x 70.9 x 7.7,143.6,70.9,7.7,5.65 x 2.79 x 0.30,5.65,2.79,0.3,174.0,6.14
337,8131,158.4 x 78.1 x 7.5,158.4,78.1,7.5,6.24 x 3.07 x 0.30,6.24,3.07,0.3,202.0,7.13
338,8573,138.4 x 67.3 x 7.3,138.4,67.3,7.3,5.45 x 2.65 x 0.29,5.45,2.65,0.29,148.0,5.22
339,8861,42.6 x 36.5 x 11.4,42.6,36.5,11.4,1.68 x 1.44 x 0.45,1.68,1.44,0.45,46.4,1.62
340,8860,42.5 x 36.4 x 11.4,42.5,36.4,11.4,1.67 x 1.43 x 0.45,1.67,1.43,0.45,52.8,1.87
341,8859,42.5 x 36.4 x 11.4,42.5,36.4,11.4,1.67 x 1.43 x 0.45,1.67,1.43,0.45,34.9,1.23
342,8717,305.7 x 220.6 x 6.9,305.7,220.6,6.9,12.04 x 8.69 x 0.27,12.04,8.69,0.27,677.0,
343,8716,250.6 x 174.1 x 6.1,250.6,174.1,6.1,9.87 x 6.85 x 0.24,9.87,6.85,0.24,469.0,
344,8620,240 x 169.5 x 7.5,240.0,169.5,7.5,9.45 x 6.67 x 0.30,9.45,6.67,0.3,469.0,
345,8331,42.6 x 36.5 x 11.4,42.6,36.5,11.4,1.68 x 1.44 x 0.45,1.68,1.44,0.45,45.6,1.62
346,8332,39.2 x 34 x 11.8,39.2,34.0,11.8,1.54 x 1.34 x 0.46,1.54,1.34,0.46,39.6,1.41
347,8329,42.5 x 36.4 x 11.4,42.5,36.4,11.4,1.67 x 1.43 x 0.45,1.67,1.43,0.45,52.4,1.83
348,8330,38.6 x 33.3 x 11.4,38.6,33.3,11.4,1.52 x 1.31 x 0.45,1.52,1.31,0.45,41.9,1.48
349,8328,42.5 x 36.4 x 11.4,42.5,36.4,11.4,1.67 x 1.43 x 0.45,1.67,1.43,0.45,34.2,1.2
350,8334,42.5 x 36.4 x 10.5,42.5,36.4,10.5,1.67 x 1.43 x 0.41,1.67,1.43,0.41,30.0,1.06
351,8327,38.6 x 33.3 x 11.4,38.6,33.3,11.4,1.52 x 1.31 x 0.45,1.52,1.31,0.45,28.2,0.99
352,8333,38.6 x 33.3 x 10.5,38.6,33.3,10.5,1.52 x 1.31 x 0.41,1.52,1.31,0.41,25.0,0.88
353,8065,158.2 x 77.9 x 7.3,158.2,77.9,7.3,6.23 x 3.07 x 0.29,6.23,3.07,0.29,188.0,6.63
354,8064,138.3 x 67.1 x 7.1,138.3,67.1,7.1,5.44 x 2.64 x 0.28,5.44,2.64,0.28,138.0,4.87
355,7984,240 x 169.5 x 6.1,240.0,169.5,6.1,9.45 x 6.67 x 0.24,9.45,6.67,0.24,437.0,
356,7969,123.8 x 58.6 x 7.6,123.8,58.6,7.6,4.87 x 2.31 x 0.30,4.87,2.31,0.3,113.0,3.99
357,7243,158.2 x 77.9 x 7.3,158.2,77.9,7.3,6.23 x 3.07 x 0.29,6.23,3.07,0.29,192.0,6.77
358,7242,138.3 x 67.1 x 7.1,138.3,67.1,7.1,5.44 x 2.64 x 0.28,5.44,2.64,0.28,143.0,5.04
359,7562,305.7 x 220.6 x 6.9,305.7,220.6,6.9,12.04 x 8.69 x 0.27,12.04,8.69,0.27,713.0,
360,7561,203.2 x 134.8 x 6.1,203.2,134.8,6.1,8.0 x 5.31 x 0.24,8.0,5.31,0.24,299.0,
361,7698,42 x 35.9 x 10.5,42.0,35.9,10.5,1.65 x 1.41 x 0.41,1.65,1.41,0.41,69.0,3.53
362,7697,38.6 x 33.3 x 10.5,38.6,33.3,10.5,1.52 x 1.31 x 0.41,1.52,1.31,0.41,55.0,3.35
363,7696,42 x 35.9 x 10.5,42.0,35.9,10.5,1.65 x 1.41 x 0.41,1.65,1.41,0.41,50.0,2.82
364,7695,38.6 x 33.3 x 10.5,38.6,33.3,10.5,1.52 x 1.31 x 0.41,1.52,1.31,0.41,40.0,2.72
365,7694,42 x 35.9 x 10.5,42.0,35.9,10.5,1.65 x 1.41 x 0.41,1.65,1.41,0.41,30.0,2.47
366,7693,38.6 x 33.3 x 10.5,38.6,33.3,10.5,1.52 x 1.31 x 0.41,1.52,1.31,0.41,25.0,2.19
367,6742,240 x 169.5 x 6.1,240.0,169.5,6.1,9.45 x 6.67 x 0.24,9.45,6.67,0.24,437.0,
368,6741,200 x 134.7 x 7.5,200.0,134.7,7.5,7.87 x 5.30 x 0.30,7.87,5.3,0.3,331.0,
369,6665,158.1 x 77.8 x 7.1,158.1,77.8,7.1,6.22 x 3.06 x 0.28,6.22,3.06,0.28,172.0,6.07
370,6378,138.1 x 67 x 6.9,138.1,67.0,6.9,5.44 x 2.64 x 0.27,5.44,2.64,0.27,129.0,4.55
371,5797,240 x 169.5 x 7.5,240.0,169.5,7.5,9.45 x 6.67 x 0.30,9.45,6.67,0.3,469.0,
372,5735,200 x 134.7 x 7.5,200.0,134.7,7.5,7.87 x 5.30 x 0.30,7.87,5.3,0.3,331.0,
373,5685,123.8 x 58.6 x 7.6,123.8,58.6,7.6,4.87 x 2.31 x 0.30,4.87,2.31,0.3,112.0,3.95
374,5690,124.4 x 59.2 x 9,124.4,59.2,9.0,4.90 x 2.33 x 0.35,4.9,2.33,0.35,132.0,4.66
375,5070,200 x 134.7 x 7.2,200.0,134.7,7.2,7.87 x 5.30 x 0.28,7.87,5.3,0.28,308.0,10.86
376,5061,200 x 134.7 x 7.2,200.0,134.7,7.2,7.87 x 5.30 x 0.28,7.87,5.3,0.28,312.0,11.01
377,5072,241.2 x 185.7 x 9.4,241.2,185.7,9.4,9.50 x 7.31 x 0.37,9.5,7.31,0.37,652.0,
378,5071,241.2 x 185.7 x 9.4,241.2,185.7,9.4,9.50 x 7.31 x 0.37,9.5,7.31,0.37,662.0,
379,4910,123.8 x 58.6 x 7.6,123.8,58.6,7.6,4.87 x 2.31 x 0.30,4.87,2.31,0.3,112.0,3.95
380,4620,241.2 x 185.7 x 9.4,241.2,185.7,9.4,9.50 x 7.31 x 0.37,9.5,7.31,0.37,662.0,
381,4621,241.2 x 185.7 x 9.4,241.2,185.7,9.4,9.50 x 7.31 x 0.37,9.5,7.31,0.37,652.0,
382,4212,115.2 x 58.6 x 9.3,115.2,58.6,9.3,4.54 x 2.31 x 0.37,4.54,2.31,0.37,140.0,4.94
383,3848,241.2 x 185.7 x 8.8,241.2,185.7,8.8,9.50 x 7.31 x 0.35,9.5,7.31,0.35,607.0,
384,3847,241.2 x 185.7 x 8.8,241.2,185.7,8.8,9.50 x 7.31 x 0.35,9.5,7.31,0.35,601.0,
385,3849,241.2 x 185.7 x 8.8,241.2,185.7,8.8,9.50 x 7.31 x 0.35,9.5,7.31,0.35,607.0,
386,3275,115.2 x 58.6 x 9.3,115.2,58.6,9.3,4.54 x 2.31 x 0.37,4.54,2.31,0.37,137.0,4.83
387,3716,115.2 x 58.6 x 9.3,115.2,58.6,9.3,4.54 x 2.31 x 0.37,4.54,2.31,0.37,137.0,4.83
388,3827,242.8 x 189.7 x 13.4,242.8,189.7,13.4,9.56 x 7.47 x 0.53,9.56,7.47,0.53,730.0,
389,3828,242.8 x 189.7 x 13.4,242.8,189.7,13.4,9.56 x 7.47 x 0.53,9.56,7.47,0.53,680.0,
390,12746,163.8 x 76.8 x 8.9,163.8,76.8,8.9,6.45 x 3.02 x 0.35,6.45,3.02,0.35,225.0,7.94
391,12780,163.8 x 76.8 x 8.9,163.8,76.8,8.9,6.45 x 3.02 x 0.35,6.45,3.02,0.35,225.0,7.94
392,12380,146.5 x 68.1 x 9.4,146.5,68.1,9.4,5.77 x 2.68 x 0.37,5.77,2.68,0.37,172.0,6.07
393,12224,173 x 77 x 10.3,173.0,77.0,10.3,6.81 x 3.03 x 0.41,6.81,3.03,0.41,239.0,8.43
394,12223,173 x 77 x 10.3,173.0,77.0,10.3,6.81 x 3.03 x 0.41,6.81,3.03,0.41,239.0,8.43
395,11880,173 x 77 x 10.4,173.0,77.0,10.4,6.81 x 3.03 x 0.41,6.81,3.03,0.41,247.0,8.71
396,11881,173 x 77 x 10.4,173.0,77.0,10.4,6.81 x 3.03 x 0.41,6.81,3.03,0.41,239.0,8.43
397,11986,173 x 77 x 10.4,173.0,77.0,10.4,6.81 x 3.03 x 0.41,6.81,3.03,0.41,239.0,8.43
398,11882,173 x 77 x 10.4,173.0,77.0,10.4,6.81 x 3.03 x 0.41,6.81,3.03,0.41,239.0,8.43
399,11656,146.5 x 68.1 x 9.1,146.5,68.1,9.1,5.77 x 2.68 x 0.36,5.77,2.68,0.36,169.0,5.96
400,11648,173 x 77 x 10.3,173.0,77.0,10.3,6.81 x 3.03 x 0.41,6.81,3.03,0.41,239.0,8.43
401,11647,173 x 77 x 10.3,173.0,77.0,10.3,6.81 x 3.03 x 0.41,6.81,3.03,0.41,239.0,8.43
402,11053,172.8 x 77.3 x 9.9,172.8,77.3,9.9,6.80 x 3.04 x 0.39,6.8,3.04,0.39,238.0,8.4
403,11054,172.8 x 77.3 x 9.9,172.8,77.3,9.9,6.80 x 3.04 x 0.39,6.8,3.04,0.39,238.0,8.4
404,11006,173.2 x 77.3 x 9.6,173.2,77.3,9.6,6.82 x 3.04 x 0.38,6.82,3.04,0.38,210.0,7.41
405,10892,165 x 77.3 x 9.6,165.0,77.3,9.6,6.50 x 3.04 x 0.38,6.5,3.04,0.38,230.0,8.11
406,10893,148 x 68.5 x 8.9,148.0,68.5,8.9,5.83 x 2.70 x 0.35,5.83,2.7,0.35,169.0,5.96
407,10785,172.8 x 77.3 x 10.3,172.8,77.3,10.3,6.80 x 3.04 x 0.41,6.8,3.04,0.41,238.0,8.4
408,10784,172.8 x 77.3 x 10.3,172.8,77.3,10.3,6.80 x 3.04 x 0.41,6.8,3.04,0.41,238.0,8.4
409,10715,172.8 x 77.3 x 10.3,172.8,77.3,10.3,6.80 x 3.04 x 0.41,6.8,3.04,0.41,238.0,8.4
410,10393,165.1 x 77.3 x 9.6,165.1,77.3,9.6,6.5 x 3.04 x 0.38,6.5,3.04,0.38,230.0,8.11
411,10379,165.1 x 77.3 x 9.6,165.1,77.3,9.6,6.5 x 3.04 x 0.38,6.5,3.04,0.38,230.0,8.11
412,10296,171 x 78 x 9.9,171.0,78.0,9.9,6.73 x 3.07 x 0.39,6.73,3.07,0.39,240.0,8.47
413,10328,171 x 78 x 9.9,171.0,78.0,9.9,6.73 x 3.07 x 0.39,6.73,3.07,0.39,240.0,8.47
414,9770,171 x 77.6 x 9.5,171.0,77.6,9.5,6.73 x 3.06 x 0.37,6.73,3.06,0.37,240.0,8.47
415,9698,159.1 x 75.4 x 9.2,159.1,75.4,9.2,6.26 x 2.97 x 0.36,6.26,2.97,0.36,190.0,6.7
416,9667,147.3 x 71.8 x 8.2,147.3,71.8,8.2,5.80 x 2.83 x 0.32,5.8,2.83,0.32,140.0,4.94
417,9634,159.2 x 76.2 x 8.4,159.2,76.2,8.4,6.27 x 3.00 x 0.33,6.27,3.0,0.33,165.0,5.82
418,9633,159.2 x 76.2 x 8.4,159.2,76.2,8.4,6.27 x 3.00 x 0.33,6.27,3.0,0.33,165.0,5.82
419,9410,157.9 x 75.5 x 8.5,157.9,75.5,8.5,6.22 x 2.97 x 0.33,6.22,2.97,0.33,175.0,6.17
420,9437,158.4 x 76.3 x 7.7,158.4,76.3,7.7,6.24 x 3.00 x 0.30,6.24,3.0,0.3,160.0,5.64
421,9373,147.3 x 70.9 x 8.7,147.3,70.9,8.7,5.80 x 2.79 x 0.34,5.8,2.79,0.34,150.0,5.29
422,9372,147.3 x 71.8 x 8.2,147.3,71.8,8.2,5.80 x 2.83 x 0.32,5.8,2.83,0.32,140.0,4.94
