,Device ID,Sensor
3098,3953,accelerometer
3099,3953,compass
3100,3896,accelerometer
3101,3896,proximity
3102,3896,compass
3103,3706,accelerometer
3104,3706,proximity
3105,3706,compass
3106,3707,
3107,3703,accelerometer
3108,3703,proximity
3109,3703,compass
3110,3702,accelerometer
3111,3702,proximity
3112,3702,compass
3113,3585,accelerometer
3114,3585,proximity
3115,3585,compass
3116,3338,accelerometer
3117,3338,proximity
3118,3338,compass
3119,3576,accelerometer
3120,3576,proximity
3121,3576,compass
3122,3557,accelerometer
3123,3557,proximity
3124,3557,compass
3125,3530,accelerometer
3126,3530,proximity
3127,3118,accelerometer
3128,3118,proximity
3129,3556,accelerometer
3130,3556,proximity
3131,3556,compass
3132,3468,accelerometer
3133,3468,proximity
3134,3468,compass
3135,3421,accelerometer
3136,3421,proximity
3137,3421,compass
3138,5058,accelerometer
3139,5058,gyro
3140,5058,proximity
3141,5058,compass
3142,3392,accelerometer
3143,3392,proximity
3144,3392,compass
3145,3577,accelerometer
3146,3577,proximity
3147,3577,compass
3148,3337,accelerometer
3149,3337,proximity
3150,3337,compass
3151,3163,accelerometer
3152,3163,proximity
3153,3077,accelerometer
3154,3077,proximity
3155,3077,compass
3156,3141,accelerometer
3157,3141,proximity
3158,3141,compass
3159,3069,accelerometer
3160,3069,proximity
3161,3069,compass
3162,3080,
3163,3427,accelerometer
3164,3427,proximity
3165,3427,compass
3166,3230,accelerometer
3167,3230,proximity
3168,3230,compass
3169,10104,fingerprint
3170,10104,accelerometer
3171,10104,proximity
3172,6371,
3173,5510,
3174,4457,
3175,12807,fingerprint
3176,12807,accelerometer
3177,12807,proximity
3178,12807,compass
3179,12761,fingerprint
3180,12761,accelerometer
3181,12761,gyro
3182,12761,compass
3183,12761,color spectrum
3184,12588,fingerprint
3185,12588,accelerometer
3186,12588,gyro
3187,12588,compass
3188,12588,color spectrum
3189,12589,fingerprint
3190,12589,accelerometer
3191,12589,gyro
3192,12589,compass
3193,12589,color spectrum
3194,12762,fingerprint
3195,12762,accelerometer
3196,12762,gyro
3197,12762,compass
3198,12762,color spectrum
3199,12720,fingerprint
3200,12720,accelerometer
3201,12720,proximity
3202,12720,compass
3203,12713,accelerometer
3204,12713,gyro
3205,12713,proximity
3206,12713,compass
3207,12648,fingerprint
3208,12648,accelerometer
3209,12648,gyro
3210,12648,proximity
3211,12648,compass
3212,12607,accelerometer
3213,12607,gyro
3214,12607,heart rate
3215,12607,barometer
3216,12607,compass
3217,12607,SpO2
3218,12607,thermometer
3219,12586,accelerometer
3220,12586,gyro
3221,12586,proximity
3222,12586,compass
3223,12585,Face-ID
3224,12585,fingerprint
3225,12585,accelerometer
3226,12585,gyro
3227,12585,proximity
3228,12585,barometer
3229,12585,compass
3230,12585,color spectrum
3231,12563,accelerometer
3232,12563,gyro
3233,12563,heart rate
3234,12563,barometer
3235,12563,compass
3236,12563,SpO2
3237,12563,thermometer
3238,12549,Face-ID
3239,12549,fingerprint
3240,12549,accelerometer
3241,12549,gyro
3242,12549,proximity
3243,12549,barometer
3244,12549,compass
3245,12549,color spectrum
3246,12550,
3247,12530,Face-ID
3248,12530,fingerprint
3249,12530,accelerometer
3250,12530,gyro
3251,12530,proximity
3252,12530,barometer
3253,12530,compass
3254,12530,color spectrum
3255,12539,Face-ID
3256,12539,fingerprint
3257,12539,accelerometer
3258,12539,gyro
3259,12539,proximity
3260,12539,barometer
3261,12539,compass
3262,12539,color spectrum
3263,12420,accelerometer
3264,12415,accelerometer
3265,12415,gyro
3266,12415,compass
3267,12415,proximity
3268,12290,fingerprint
3269,12290,accelerometer
3270,12290,proximity
3271,12290,gyro
3272,12290,compass
3273,12278,accelerometer
3274,12278,gyro
3275,12278,heart rate
3276,12278,barometer
3277,12278,compass
3278,12278,SpO2
3279,12278,thermometer
3280,12279,accelerometer
3281,12279,gyro
3282,12279,heart rate
3283,12279,barometer
3284,12279,compass
3285,12279,SpO2
3286,12279,thermometer
3287,12268,fingerprint
3288,12268,accelerometer
3289,12268,compass
3290,12259,fingerprint
3291,12259,accelerometer
3292,12259,proximity
3293,12259,compass
3294,12235,fingerprint
3295,12235,accelerometer
3296,12235,gyro
3297,12235,proximity
3298,12235,compass
3299,12230,fingerprint
3300,12230,accelerometer
3301,12230,gyro
3302,12230,compass
3303,12230,color spectrum
3304,12233,fingerprint
3305,12233,accelerometer
3306,12233,gyro
3307,12233,compass
3308,12233,color spectrum
3309,12234,fingerprint
3310,12234,accelerometer
3311,12234,gyro
3312,12234,compass
3313,12234,color spectrum
3314,12186,
3315,12172,fingerprint
3316,12172,accelerometer
3317,12172,gyro
3318,12172,proximity
3319,12172,compass
3320,12172,color spectrum
3321,12191,fingerprint
3322,12191,accelerometer
3323,12191,gyro
3324,12191,proximity
3325,12191,compass
3326,12191,color spectrum
3327,12192,fingerprint
3328,12192,accelerometer
3329,12192,gyro
3330,12192,proximity
3331,12192,compass
3332,12192,color spectrum
3333,12193,fingerprint
3334,12193,accelerometer
3335,12193,compass
3336,12190,accelerometer
3337,12190,gyro
3338,12190,heart rate
3339,12190,barometer
3340,12190,compass
3341,12190,SpO2
3342,12190,thermometer
3343,12185,accelerometer
3344,12154,fingerprint
3345,12154,accelerometer
3346,12154,proximity
3347,12154,compass
3348,12021,accelerometer
3349,12021,gyro
3350,12021,heart rate
3351,12021,SpO2
3352,12020,fingerprint
3353,12020,accelerometer
3354,12020,proximity
3355,12020,compass
3356,11980,accelerometer
3357,11980,gyro
3358,11980,heart rate
3359,11980,barometer
3360,11980,compass
3361,11980,SpO2
3362,11970,
3363,11972,
3364,11968,fingerprint
3365,11968,accelerometer
3366,11968,proximity
3367,11968,compass
3368,11942,accelerometer
3369,11918,fingerprint
3370,11918,accelerometer
3371,11918,gyro
3372,11918,compass
3373,11918,proximity
3374,11858,Face-ID
3375,11858,fingerprint
3376,11858,accelerometer
3377,11858,gyro
3378,11858,proximity
3379,11858,barometer
3380,11858,compass
3381,11858,color spectrum
3382,11856,Face-ID
3383,11856,fingerprint
3384,11856,accelerometer
3385,11856,gyro
3386,11856,proximity
3387,11856,barometer
3388,11856,compass
3389,11856,color spectrum
3390,11859,fingerprint
3391,11859,accelerometer
3392,11859,gyro
3393,11859,proximity
3394,11859,barometer
3395,11859,compass
3396,11859,color spectrum
3397,11857,fingerprint
3398,11857,accelerometer
3399,11857,gyro
3400,11857,proximity
3401,11857,barometer
3402,11857,compass
3403,11857,color spectrum
3404,11853,fingerprint
3405,11853,accelerometer
3406,11853,compass
3407,11720,accelerometer
3408,11720,gyro
3409,11720,proximity
3410,11720,compass
3411,11640,fingerprint
3412,11640,accelerometer
3413,11640,gyro
3414,11640,compass
3415,11641,fingerprint
3416,11641,accelerometer
3417,11641,gyro
3418,11641,compass
3419,11639,fingerprint
3420,11639,accelerometer
3421,11639,compass
3422,11525,accelerometer
3423,11525,proximity
3424,11525,compass
3425,11503,
3426,11505,accelerometer
3427,11505,gyro
3428,11505,heart rate
3429,11505,barometer
3430,11505,compass
3431,11505,SpO2
3432,11505,thermometer
3433,11504,accelerometer
3434,11504,gyro
3435,11504,heart rate
3436,11504,barometer
3437,11504,compass
3438,11504,SpO2
3439,11504,thermometer
3440,12030,accelerometer
3441,12030,gyro
3442,12030,heart rate
3443,12030,SpO2
3444,12030,thermometer
3445,12030,differential pressure sensor
3446,11506,accelerometer
3447,11506,proximity
3448,11490,fingerprint
3449,11490,accelerometer
3450,11490,gyro
3451,11490,compass
3452,11489,fingerprint
3453,11489,accelerometer
3454,11489,proximity
3455,11489,compass
3456,11428,fingerprint
3457,11428,accelerometer
3458,11428,gyro
3459,11428,proximity
3460,11428,compass
3461,11428,color spectrum
3462,11399,fingerprint
3463,11399,accelerometer
3464,11399,gyro
3465,11399,compass
3466,11280,
3467,11247,fingerprint
3468,11247,accelerometer
3469,11247,proximity
3470,11247,compass
3471,11328,fingerprint
3472,11328,accelerometer
3473,11328,proximity
3474,11177,fingerprint
3475,11177,accelerometer
3476,11177,proximity
3477,11227,accelerometer
3478,11227,gyro
3479,11227,heart rate
3480,11227,barometer
3481,11227,compass
3482,11227,SpO2
3483,11176,accelerometer
3484,11176,gyro
3485,11176,heart rate
3486,11176,SpO2
3487,11171,accelerometer
3488,11171,gyro
3489,11171,heart rate
3490,11171,barometer
3491,11171,compass
3492,11171,SpO2
3493,11171,thermometer
3494,11120,fingerprint
3495,11120,accelerometer
3496,11120,gyro
3497,11120,proximity
3498,11120,compass
3499,11121,fingerprint
3500,11121,accelerometer
3501,11121,gyro
3502,11121,proximity
3503,11121,compass
3504,11048,fingerprint
3505,11048,accelerometer
3506,11048,gyro
3507,11048,proximity
3508,11048,compass
3509,11029,fingerprint
3510,11029,accelerometer
3511,11029,gyro
3512,11029,proximity
3513,11029,compass
3514,11029,barometer
3515,11029,color spectrum
3516,10788,fingerprint
3517,10788,accelerometer
3518,10788,gyro
3519,10788,proximity
3520,10788,compass
3521,10788,color spectrum
3522,11030,fingerprint
3523,11030,accelerometer
3524,11030,compass
3525,11002,fingerprint
3526,11002,accelerometer
3527,11002,gyro
3528,11002,proximity
3529,11002,compass
3530,10985,
3531,10986,fingerprint
3532,10986,accelerometer
3533,10986,gyro
3534,10986,proximity
3535,10986,compass
3536,10986,color spectrum
3537,10987,
3538,10942,accelerometer
3539,10942,gyro
3540,10942,proximity
3541,10942,compass
3542,10938,accelerometer
3543,10938,gyro
3544,10938,proximity
3545,10938,compass
3546,10943,accelerometer
3547,10943,gyro
3548,10943,proximity
3549,10943,compass
3550,10941,accelerometer
3551,10941,gyro
3552,10941,heart rate
3553,10941,barometer
3554,10941,compass
3555,10941,SpO2
3556,10941,thermometer
3557,10940,accelerometer
3558,10940,gyro
3559,10940,heart rate
3560,10940,barometer
3561,10940,compass
3562,10940,SpO2
3563,10940,thermometer
3564,10875,fingerprint
3565,10875,accelerometer
3566,10875,gyro
3567,10875,proximity
3568,10875,compass
3569,11768,accelerometer
3570,10794,accelerometer
3571,10794,gyro
3572,10794,heart rate
3573,10794,SpO2
3574,10783,fingerprint
3575,10783,accelerometer
3576,10783,gyro
3577,10783,proximity
3578,10783,compass
3579,10783,color spectrum
3580,10755,Face-ID
3581,10755,fingerprint
3582,10755,accelerometer
3583,10755,gyro
3584,10755,proximity
3585,10755,compass
3586,10755,color spectrum
3587,10697,
3588,10642,fingerprint
3589,10642,accelerometer
3590,10642,gyro
3591,10642,proximity
3592,10642,compass
3593,10645,fingerprint
3594,10645,accelerometer
3595,10645,gyro
3596,10645,proximity
3597,10645,compass
3598,10652,fingerprint
3599,10652,accelerometer
3600,10652,proximity
3601,10652,compass
3602,10579,fingerprint
3603,10579,accelerometer
3604,10579,gyro
3605,10579,proximity
3606,10579,compass
3607,10551,Face-ID
3608,10551,fingerprint
3609,10551,accelerometer
3610,10551,gyro
3611,10551,proximity
3612,10551,barometer
3613,10551,compass
3614,10551,thermometer
3615,10551,color spectrum
3616,10550,Face-ID
3617,10550,fingerprint
3618,10550,accelerometer
3619,10550,gyro
3620,10550,proximity
3621,10550,barometer
3622,10550,compass
3623,10550,color spectrum
3624,10528,
3625,10553,
3626,10554,accelerometer
3627,10554,gyro
3628,10554,heart rate
3629,10554,barometer
3630,10554,compass
3631,10555,Face-ID
3632,10555,fingerprint
3633,10555,accelerometer
3634,10555,gyro
3635,10555,proximity
3636,10555,barometer
3637,10555,compass
3638,10555,color spectrum
3639,10519,fingerprint
3640,10519,accelerometer
3641,10519,proximity
3642,10519,compass
3643,10546,fingerprint
3644,10546,accelerometer
3645,10546,proximity
3646,10475,fingerprint
3647,10475,accelerometer
3648,10475,proximity
3649,10475,compass
3650,10450,accelerometer
3651,10450,proximity
3652,10450,compass
3653,10426,accelerometer
3654,10426,gyro
3655,10426,heart rate
3656,10426,barometer
3657,10426,compass
3658,10426,SpO2
3659,10426,VO2max
3660,10429,fingerprint
3661,10429,accelerometer
3662,10429,gyro
3663,10429,proximity
3664,10429,compass
3665,10417,fingerprint
3666,10417,accelerometer
3667,10417,gyro
3668,10417,proximity
3669,10417,compass
3670,10418,fingerprint
3671,10418,accelerometer
3672,10418,proximity
3673,10418,compass
3674,10427,accelerometer
3675,10427,gyro
3676,10427,heart rate
3677,10427,SpO2
3678,10362,fingerprint
3679,10362,accelerometer
3680,10362,gyro
3681,10362,proximity
3682,10362,compass
3683,10494,accelerometer
3684,10494,proximity
3685,10363,accelerometer
3686,10363,proximity
3687,10364,accelerometer
3688,10364,gyro
3689,10299,fingerprint
3690,10299,accelerometer
3691,10299,gyro
3692,10299,proximity
3693,10299,compass
3694,10252,fingerprint
3695,10252,accelerometer
3696,10252,gyro
3697,10252,proximity
3698,10252,compass
3699,10292,fingerprint
3700,10292,accelerometer
3701,10292,proximity
3702,10292,compass
3703,10249,fingerprint
3704,10249,accelerometer
3705,10249,proximity
3706,10249,compass
3707,10236,fingerprint
3708,10236,accelerometer
3709,10236,gyro
3710,10236,proximity
3711,10236,compass
3712,10219,fingerprint
3713,10219,accelerometer
3714,10219,gyro
3715,10219,proximity
3716,10219,compass
3717,10219,color spectrum
3718,10231,accelerometer
3719,10227,fingerprint
3720,10227,accelerometer
3721,10227,proximity
3722,10227,compass
3723,10222,fingerprint
3724,10222,accelerometer
3725,10222,proximity
3726,10223,accelerometer
3727,10223,proximity
3728,10212,fingerprint
3729,10212,accelerometer
3730,10212,proximity
3731,10212,compass
3732,10203,fingerprint
3733,10203,accelerometer
3734,10203,gyro
3735,10203,proximity
3736,10203,compass
3737,10204,fingerprint
3738,10204,accelerometer
3739,10204,gyro
3740,10204,proximity
3741,10204,compass
3742,10205,fingerprint
3743,10205,accelerometer
3744,10205,gyro
3745,10205,proximity
3746,10205,compass
3747,10206,accelerometer
3748,10206,gyro
3749,10206,proximity
3750,10206,compass
3751,10166,accelerometer
3752,10166,gyro
3753,10166,heart rate
3754,10166,barometer
3755,10166,compass
3756,10166,SpO2
3757,11010,accelerometer
3758,11010,proximity
3759,10118,Face-ID
3760,10118,fingerprint
3761,10118,accelerometer
3762,10118,gyro
3763,10118,proximity
3764,10118,compass
3765,10118,color spectrum
3766,10152,Face-ID
3767,10152,fingerprint
3768,10152,accelerometer
3769,10152,gyro
3770,10152,proximity
3771,10152,compass
3772,10152,color spectrum
3773,10153,Face-ID
3774,10153,fingerprint
3775,10153,accelerometer
3776,10153,gyro
3777,10153,proximity
3778,10153,compass
3779,10153,color spectrum
3780,10112,fingerprint
3781,10112,accelerometer
3782,10112,proximity
3783,10112,compass
3784,9996,fingerprint
3785,9996,accelerometer
3786,9996,proximity
3787,9996,compass
3788,10100,accelerometer
3789,10100,gyro
3790,10100,proximity
3791,10100,compass
3792,10098,
3793,10073,fingerprint
3794,10073,accelerometer
3795,10073,gyro
3796,10073,proximity
3797,10073,compass
3798,10074,fingerprint
3799,10074,accelerometer
3800,10074,proximity
3801,10074,compass
3802,10058,fingerprint
3803,10058,accelerometer
3804,10058,proximity
3805,10058,compass
3806,10012,fingerprint
3807,10012,accelerometer
3808,10012,proximity
3809,9799,fingerprint
3810,9799,accelerometer
3811,9799,gyro
3812,9799,proximity
3813,9799,compass
3814,9983,fingerprint
3815,9983,accelerometer
3816,9983,gyro
3817,9983,proximity
3818,9983,compass
3819,9971,fingerprint
3820,9971,accelerometer
3821,9971,gyro
3822,9971,proximity
3823,9971,compass
3824,9989,fingerprint
3825,9989,accelerometer
3826,9989,gyro
3827,9989,proximity
3828,9989,compass
3829,9973,accelerometer
3830,9973,gyro
3831,9973,proximity
3832,9973,compass
3833,9605,
3834,9956,fingerprint
3835,9956,accelerometer
3836,9956,gyro
3837,9956,proximity
3838,9956,compass
3839,9922,fingerprint
3840,9922,accelerometer
3841,9922,gyro
3842,9922,proximity
3843,9922,compass
3844,9933,fingerprint
3845,9933,accelerometer
3846,9933,proximity
3847,9933,compass
3848,9905,accelerometer
3849,9905,proximity
3850,9905,compass
3851,9887,Face-ID
3852,9887,fingerprint
3853,9887,accelerometer
3854,9887,gyro
3855,9887,proximity
3856,9887,barometer
3857,9887,compass
3858,9880,Face-ID
3859,9880,fingerprint
3860,9880,accelerometer
3861,9880,gyro
3862,9880,proximity
3863,9880,barometer
3864,9880,compass
3865,9880,color spectrum
3866,9885,Face-ID
3867,9885,fingerprint
3868,9885,accelerometer
3869,9885,gyro
3870,9885,proximity
3871,9885,barometer
3872,9885,compass
3873,9881,Face-ID
3874,9881,fingerprint
3875,9881,accelerometer
3876,9881,gyro
3877,9881,proximity
3878,9881,barometer
3879,9881,compass
3880,9886,Face-ID
3881,9886,fingerprint
3882,9886,accelerometer
3883,9886,gyro
3884,9886,proximity
3885,9886,barometer
3886,9886,compass
3887,9888,accelerometer
3888,9888,gyro
3889,9888,heart rate
3890,9888,barometer
3891,9888,compass
3892,9765,fingerprint
3893,9765,accelerometer
3894,9765,gyro
3895,9765,proximity
3896,9765,compass
3897,9830,fingerprint
3898,9830,accelerometer
3899,9830,gyro
3900,9830,proximity
3901,9830,compass
3902,9803,fingerprint
3903,9803,accelerometer
3904,9803,gyro
3905,9803,proximity
3906,9803,compass
3907,9748,fingerprint
3908,9748,accelerometer
3909,9748,gyro
3910,9748,proximity
3911,9748,compass
3912,9823,accelerometer
3913,9823,gyro
3914,9823,proximity
3915,9823,compass
3916,9747,accelerometer
3917,9747,gyro
3918,9747,proximity
3919,9747,compass
3920,9746,fingerprint
3921,9746,accelerometer
3922,9746,gyro
3923,9746,proximity
3924,9746,compass
3925,9728,fingerprint
3926,9728,accelerometer
3927,9728,gyro
3928,9728,proximity
3929,9728,compass
3930,9727,fingerprint
3931,9727,accelerometer
3932,9727,proximity
3933,9727,compass
3934,9742,fingerprint
3935,9742,accelerometer
3936,9742,gyro
3937,9742,proximity
3938,9742,compass
3939,9703,fingerprint
3940,9703,accelerometer
3941,9703,gyro
3942,9703,proximity
3943,9703,compass
3944,9694,fingerprint
3945,9694,accelerometer
3946,9694,gyro
3947,9694,proximity
3948,9694,compass
3949,9705,fingerprint
3950,9705,accelerometer
3951,9705,gyro
3952,9705,proximity
3953,9705,barometer
3954,9705,compass
3955,9635,fingerprint
3956,9635,accelerometer
3957,9635,gyro
3958,9635,proximity
3959,9635,compass
3960,9635,color spectrum
3961,9530,fingerprint
3962,9530,accelerometer
3963,9530,gyro
3964,9530,proximity
3965,9530,compass
3966,9530,color spectrum
3967,9545,fingerprint
3968,9545,accelerometer
3969,9545,gyro
3970,9545,proximity
3971,9545,compass
3972,9627,fingerprint
3973,9627,accelerometer
3974,9627,gyro
3975,9627,proximity
3976,9627,compass
3977,9675,accelerometer
3978,9675,proximity
3979,9645,accelerometer
3980,9645,proximity
3981,9644,fingerprint
3982,9644,accelerometer
3983,9644,proximity
3984,9644,compass
3985,9643,fingerprint
3986,9643,accelerometer
3987,9643,gyro
3988,9643,proximity
3989,9643,compass
3990,9668,accelerometer
3991,9668,proximity
3992,9576,accelerometer
3993,9576,proximity
3994,9620,fingerprint
3995,9620,accelerometer
3996,9620,proximity
3997,9625,fingerprint
3998,9625,accelerometer
3999,9625,proximity
4000,9625,compass
4001,9531,fingerprint
4002,9531,accelerometer
4003,9531,proximity
4004,9531,compass
4005,9500,accelerometer
4006,9500,proximity
4007,9500,compass
4008,9501,accelerometer
4009,9501,proximity
4010,9481,fingerprint
4011,9481,accelerometer
4012,9481,gyro
4013,9481,proximity
4014,9481,compass
4015,9409,fingerprint
4016,9409,accelerometer
4017,9409,proximity
4018,9409,compass
4019,9466,accelerometer
4020,9466,proximity
4021,9466,compass
4022,9401,accelerometer
4023,9401,gyro
4024,9401,heart rate
4025,9401,barometer
4026,9401,compass
4027,9395,accelerometer
4028,9395,gyro
4029,9395,heart rate
4030,9395,barometer
4031,9395,compass
4032,9368,Face-ID
4033,9368,fingerprint
4034,9368,accelerometer
4035,9368,gyro
4036,9368,proximity
4037,9368,barometer
4038,9368,compass
4039,9369,fingerprint
4040,9369,accelerometer
4041,9369,gyro
4042,9369,proximity
4043,9369,barometer
4044,9369,compass
4045,9343,Face-ID
4046,9343,fingerprint
4047,9343,accelerometer
4048,9343,gyro
4049,9343,proximity
4050,9343,barometer
4051,9343,compass
4052,9367,fingerprint
4053,9367,accelerometer
4054,9367,gyro
4055,9367,proximity
4056,9367,barometer
4057,9367,compass
4058,9412,accelerometer
4059,9351,fingerprint
4060,9351,accelerometer
4061,9351,proximity
4062,9351,compass
4063,9324,fingerprint
4064,9324,accelerometer
4065,9324,gyro
4066,9324,proximity
4067,9324,compass
4068,9284,fingerprint
4069,9284,accelerometer
4070,9284,gyro
4071,9284,proximity
4072,9284,compass
4073,9272,fingerprint
4074,9272,accelerometer
4075,9272,proximity
4076,9272,compass
4077,9632,fingerprint
4078,9632,accelerometer
4079,9632,gyro
4080,9632,proximity
4081,9632,compass
4082,9267,Face-ID
4083,9267,fingerprint
4084,9267,accelerometer
4085,9267,gyro
4086,9267,proximity
4087,9267,compass
4088,9199,accelerometer
4089,9199,gyro
4090,9199,heart rate
4091,9199,barometer
4092,9199,compass
4093,9209,accelerometer
4094,9209,proximity
4095,9196,accelerometer
4096,9196,proximity
4097,9502,fingerprint
4098,9502,accelerometer
4099,9502,proximity
4100,9162,accelerometer
4101,9162,proximity
4102,9141,fingerprint
4103,9141,accelerometer
4104,9141,gyro
4105,9141,proximity
4106,9141,compass
4107,9141,barometer
4108,9106,fingerprint
4109,9106,accelerometer
4110,9106,gyro
4111,9106,proximity
4112,9106,compass
4113,9106,color spectrum
4114,9107,fingerprint
4115,9107,accelerometer
4116,9107,gyro
4117,9107,proximity
4118,9107,compass
4119,9107,color spectrum
4120,9098,fingerprint
4121,9098,accelerometer
4122,9098,gyro
4123,9098,proximity
4124,9098,compass
4125,9188,accelerometer
4126,9188,proximity
4127,9188,compass
4128,9114,fingerprint
4129,9114,accelerometer
4130,9114,proximity
4131,9114,compass
4132,9265,fingerprint
4133,9265,accelerometer
4134,9265,proximity
4135,9265,compass
4136,9112,fingerprint
4137,9112,accelerometer
4138,9112,gyro
4139,9112,proximity
4140,9112,compass
4141,9080,fingerprint
4142,9080,accelerometer
4143,9080,gyro
4144,9080,proximity
4145,9080,compass
4146,9091,fingerprint
4147,9091,accelerometer
4148,9091,gyro
4149,9091,proximity
4150,9091,compass
4151,9092,fingerprint
4152,9092,accelerometer
4153,9092,gyro
4154,9092,proximity
4155,9092,compass
4156,8961,fingerprint
4157,8961,accelerometer
4158,8961,proximity
4159,8961,compass
4160,8943,fingerprint
4161,8943,accelerometer
4162,8943,gyro
4163,8943,proximity
4164,8943,compass
4165,8899,fingerprint
4166,8899,accelerometer
4167,8899,gyro
4168,8899,proximity
4169,8899,barometer
4170,8899,compass
4171,8854,fingerprint
4172,8854,accelerometer
4173,8854,gyro
4174,8854,proximity
4175,8854,barometer
4176,8854,compass
4177,8877,fingerprint
4178,8877,accelerometer
4179,8877,gyro
4180,8877,proximity
4181,8877,barometer
4182,8877,compass
4183,8910,accelerometer
4184,8910,gyro
4185,8910,heart rate
4186,8910,barometer
4187,8910,compass
4188,8857,fingerprint
4189,8857,accelerometer
4190,8857,proximity
4191,8857,compass
4192,8833,fingerprint
4193,8833,accelerometer
4194,8833,proximity
4195,8632,fingerprint
4196,8632,accelerometer
4197,8632,proximity
4198,8632,compass
4199,8715,accelerometer
4200,8715,proximity
4201,8636,accelerometer
4202,8637,accelerometer
4203,8637,proximity
4204,8637,gyro
4205,8703,fingerprint
4206,8703,accelerometer
4207,8703,gyro
4208,8703,proximity
4209,8703,compass
4210,8672,fingerprint
4211,8672,accelerometer
4212,8672,gyro
4213,8672,proximity
4214,8672,compass
4215,8663,accelerometer
4216,8663,proximity
4217,8663,compass
4218,8578,accelerometer
4219,8635,accelerometer
4220,8687,accelerometer
4221,8687,gyro
4222,8687,proximity
4223,8687,compass
4224,8695,accelerometer
4225,8695,proximity
4226,8695,compass
4227,8640,accelerometer
4228,8640,proximity
4229,8640,compass
4230,8686,accelerometer
4231,8686,proximity
4232,8594,accelerometer
4233,8594,gyro
4234,8594,heart rate
4235,8594,barometer
4236,8594,compass
4237,8585,accelerometer
4238,8585,gyro
4239,8585,heart rate
4240,8585,barometer
4241,8585,compass
4242,8515,fingerprint
4243,8515,accelerometer
4244,8515,gyro
4245,8515,proximity
4246,8515,compass
4247,8514,fingerprint
4248,8514,accelerometer
4249,8514,gyro
4250,8514,proximity
4251,8514,compass
4252,8598,fingerprint
4253,8598,accelerometer
4254,8598,gyro
4255,8598,proximity
4256,8598,compass
4257,8516,fingerprint
4258,8516,accelerometer
4259,8516,proximity
4260,8516,compass
4261,8458,fingerprint
4262,8458,accelerometer
4263,8458,proximity
4264,8458,compass
4265,8396,fingerprint
4266,8396,accelerometer
4267,8396,gyro
4268,8396,proximity
4269,8396,barometer
4270,8396,compass
4271,8415,fingerprint
4272,8415,accelerometer
4273,8415,gyro
4274,8415,proximity
4275,8415,barometer
4276,8415,compass
4277,8073,fingerprint
4278,8073,accelerometer
4279,8073,gyro
4280,8073,proximity
4281,8073,barometer
4282,8073,compass
4283,8411,accelerometer
4284,8411,gyro
4285,8411,heart rate
4286,8402,fingerprint
4287,8402,accelerometer
4288,8402,proximity
4289,8402,compass
4290,8315,fingerprint
4291,8315,accelerometer
4292,8315,gyro
4293,8315,proximity
4294,8315,compass
4295,8312,fingerprint
4296,8312,accelerometer
4297,8312,proximity
4298,8312,compass
4299,8284,fingerprint
4300,8284,accelerometer
4301,8284,gyro
4302,8284,proximity
4303,8284,compass
4304,8303,accelerometer
4305,8302,fingerprint
4306,8302,accelerometer
4307,8302,proximity
4308,8302,compass
4309,8301,accelerometer
4310,8285,fingerprint
4311,8285,accelerometer
4312,8285,proximity
4313,8285,compass
4314,8138,accelerometer
4315,8084,fingerprint
4316,8084,accelerometer
4317,8084,proximity
4318,8037,accelerometer
4319,8037,proximity
4320,8036,accelerometer
4321,8036,proximity
4322,8036,compass
4323,7983,fingerprint
4324,7983,accelerometer
4325,7983,proximity
4326,7983,compass
4327,7745,fingerprint
4328,7745,accelerometer
4329,7745,gyro
4330,7745,proximity
4331,7745,compass
4332,7972,fingerprint
4333,7972,accelerometer
4334,7972,gyro
4335,7972,proximity
4336,7972,compass
4337,7854,fingerprint
4338,7854,accelerometer
4339,7854,gyro
4340,7854,compass
4341,7687,accelerometer
4342,7687,gyro
4343,7687,heart rate
4344,7687,barometer
4345,7793,fingerprint
4346,7793,accelerometer
4347,7793,proximity
4348,7239,fingerprint
4349,7239,accelerometer
4350,7239,gyro
4351,7239,proximity
4352,7239,barometer
4353,7239,compass
4354,7744,fingerprint
4355,7744,accelerometer
4356,7744,proximity
4357,7744,compass
4358,7647,accelerometer
4359,7647,proximity
4360,7588,fingerprint
4361,7588,accelerometer
4362,7588,gyro
4363,7588,proximity
4364,7588,compass
4365,7588,barometer
4366,7533,fingerprint
4367,7533,accelerometer
4368,7533,gyro
4369,7533,proximity
4370,7533,compass
4371,7440,accelerometer
4372,7440,proximity
4373,7440,compass
4374,7513,fingerprint
4375,7513,accelerometer
4376,7513,proximity
4377,7513,compass
4378,7309,accelerometer
4379,7309,proximity
4380,7309,compass
4381,7829,accelerometer
4382,7829,proximity
4383,7206,accelerometer
4384,7206,proximity
4385,7279,accelerometer
4386,7279,proximity
4387,7279,compass
4388,7201,accelerometer
4389,7201,proximity
4390,7201,compass
4391,7200,accelerometer
4392,7200,gyro
4393,7200,proximity
4394,7200,compass
4395,7006,accelerometer
4396,7006,gyro
4397,7006,proximity
4398,7006,compass
4399,7187,accelerometer
4400,7187,proximity
4401,7187,compass
4402,7075,accelerometer
4403,7075,gyro
4404,7075,proximity
4405,7075,compass
4406,7076,accelerometer
4407,7076,proximity
4408,7077,accelerometer
4409,7049,accelerometer
4410,7049,proximity
4411,6943,
4412,6909,accelerometer
