,Device ID,Sound
516,3181,0.0
517,3181,Loudspeaker
518,3178,Jack
519,3178,Loudspeaker
520,3179,0.0
521,3179,Loudspeaker
522,3176,0.0
523,3176,Loudspeaker
524,3173,Jack
525,3173,Loudspeaker
526,3188,Jack
527,3188,Loudspeaker
528,3171,Jack
529,3171,Loudspeaker
530,3175,0.0
531,3175,Loudspeaker
532,3170,0.0
533,3170,Loudspeaker
534,3172,0.0
535,3172,Loudspeaker
536,3168,Jack
537,3168,Loudspeaker
538,3174,Jack
539,3174,Loudspeaker
540,3187,0.0
541,3187,Loudspeaker
542,3185,0.0
543,3185,Loudspeaker
544,3183,0.0
545,3183,Loudspeaker
546,3180,0.0
547,3180,Loudspeaker
548,3177,0.0
549,3177,Loudspeaker
550,12548,0.0
551,12548,Loudspeaker
552,12557,0.0
553,12557,Loudspeaker
554,12558,0.0
555,12558,Loudspeaker
556,12559,0.0
557,12559,Loudspeaker
558,12560,0.0
559,12560,Loudspeaker
560,12561,0.0
561,12561,Loudspeaker
562,12562,0.0
563,12562,Loudspeaker
564,11939,0.0
565,11939,Loudspeaker
566,11940,0.0
567,11940,Loudspeaker
568,11941,0.0
569,11941,Loudspeaker
570,11773,0.0
571,11773,Loudspeaker
572,11860,0.0
573,11860,Loudspeaker
574,11862,0.0
575,11862,Loudspeaker
576,11861,0.0
577,11861,Loudspeaker
578,11827,0.0
579,11827,Loudspeaker
580,11866,0.0
581,11866,Loudspeaker
582,11864,0.0
583,11864,Loudspeaker
584,11865,0.0
585,11865,Loudspeaker
586,11410,0.0
587,11410,Loudspeaker
588,11411,0.0
589,11411,Loudspeaker
590,11089,0.0
591,11089,Loudspeaker
592,11102,0.0
593,11102,Loudspeaker
594,11103,0.0
595,11103,Loudspeaker
596,11104,0.0
597,11104,Loudspeaker
598,11105,0.0
599,11105,Loudspeaker
600,11106,Jack
601,11106,Loudspeaker
602,11147,0.0
603,11147,Loudspeaker
604,11146,0.0
605,11146,Loudspeaker
606,11107,0.0
607,11107,Loudspeaker
608,10864,0.0
609,10864,Loudspeaker
610,10865,0.0
611,10865,Loudspeaker
612,10237,0.0
613,10237,Loudspeaker
614,10508,0.0
615,10508,Loudspeaker
616,10509,0.0
617,10509,Loudspeaker
618,10510,0.0
619,10510,Loudspeaker
620,10444,0.0
621,10444,Loudspeaker
622,10445,Jack
623,10445,Loudspeaker
624,10446,0.0
625,10446,Loudspeaker
626,10447,0.0
627,10447,Loudspeaker
628,10448,0.0
629,10448,Loudspeaker
630,10449,0.0
631,10449,Loudspeaker
632,10170,0.0
633,10170,Loudspeaker
634,10136,0.0
635,10136,Loudspeaker
636,10137,0.0
637,10137,Loudspeaker
638,9846,0.0
639,9846,Loudspeaker
640,9847,0.0
641,9847,Loudspeaker
642,9848,0.0
643,9848,Loudspeaker
644,9857,Jack
645,9857,Loudspeaker
646,9860,0.0
647,9860,Loudspeaker
648,9859,0.0
649,9859,Loudspeaker
650,9858,0.0
651,9858,Loudspeaker
652,9638,Jack
653,9638,Loudspeaker
654,9637,Jack
655,9637,Loudspeaker
656,9387,0.0
657,9387,Loudspeaker
658,9386,0.0
659,9386,Loudspeaker
660,9319,0.0
661,9319,Loudspeaker
662,9318,0.0
663,9318,Loudspeaker
664,9320,0.0
665,9320,Loudspeaker
666,9321,0.0
667,9321,Loudspeaker
668,9322,0.0
669,9322,Loudspeaker
670,9142,Jack
671,9142,Loudspeaker
672,8858,0.0
673,8858,Loudspeaker
674,8131,0.0
675,8131,Loudspeaker
676,8573,0.0
677,8573,Loudspeaker
678,8861,0.0
679,8861,Loudspeaker
680,8860,0.0
681,8860,Loudspeaker
682,8859,0.0
683,8859,Loudspeaker
684,8717,Jack
685,8717,Loudspeaker
686,8716,Jack
687,8716,Loudspeaker
688,8620,Jack
689,8620,Loudspeaker
690,8331,0.0
691,8331,Loudspeaker
692,8332,0.0
693,8332,Loudspeaker
694,8329,0.0
695,8329,Loudspeaker
696,8330,0.0
697,8330,Loudspeaker
698,8328,0.0
699,8328,Loudspeaker
700,8334,0.0
701,8334,Loudspeaker
702,8327,0.0
703,8327,Loudspeaker
704,8333,0.0
705,8333,Loudspeaker
706,8065,0.0
707,8065,Loudspeaker
708,8064,0.0
709,8064,Loudspeaker
710,7984,Jack
711,7984,Loudspeaker
712,7969,Jack
713,7969,Loudspeaker
714,7243,Jack
715,7243,Loudspeaker
716,7242,Jack
717,7242,Loudspeaker
718,7562,Jack
719,7562,Loudspeaker
720,7561,Jack
721,7561,Loudspeaker
722,7698,0.0
723,7698,Loudspeaker
724,7697,0.0
725,7697,Loudspeaker
726,7696,0.0
727,7696,Loudspeaker
728,7695,0.0
729,7695,Loudspeaker
730,7694,0.0
731,7694,Loudspeaker
732,7693,0.0
733,7693,Loudspeaker
734,6742,Jack
735,6742,Loudspeaker
736,6741,Jack
737,6741,Loudspeaker
738,6665,Jack
739,6665,Loudspeaker
740,6378,Jack
741,6378,Loudspeaker
742,5797,Jack
743,5797,Loudspeaker
744,5735,Jack
745,5735,Loudspeaker
746,5685,Jack
747,5685,Loudspeaker
748,5690,Jack
749,5690,Loudspeaker
750,5070,Jack
751,5070,Loudspeaker
752,5061,Jack
753,5061,Loudspeaker
754,5072,Jack
755,5072,Loudspeaker
756,5071,Jack
757,5071,Loudspeaker
758,4910,Jack
759,4910,Loudspeaker
760,4620,Jack
761,4620,Loudspeaker
762,4621,Jack
763,4621,Loudspeaker
764,4212,Jack
765,4212,Loudspeaker
766,3848,Jack
767,3848,Loudspeaker
768,3847,Jack
769,3847,Loudspeaker
770,3849,Jack
771,3849,Loudspeaker
772,3275,Jack
773,3275,Loudspeaker
774,3716,Jack
775,3716,Loudspeaker
776,3827,Jack
777,3827,Loudspeaker
778,3828,Jack
779,3828,Loudspeaker
780,12746,Jack
781,12746,Loudspeaker
782,12780,Jack
783,12780,Loudspeaker
784,12380,Jack
785,12380,Loudspeaker
786,12224,Jack
787,12224,Loudspeaker
788,12223,Jack
789,12223,Loudspeaker
790,11880,Jack
791,11880,Loudspeaker
792,11881,Jack
793,11881,Loudspeaker
794,11986,Jack
795,11986,Loudspeaker
796,11882,Jack
797,11882,Loudspeaker
798,11656,Jack
799,11656,Loudspeaker
800,11648,Jack
801,11648,Loudspeaker
802,11647,Jack
803,11647,Loudspeaker
804,11053,Jack
805,11053,Loudspeaker
806,11054,Jack
807,11054,Loudspeaker
808,11006,0.0
809,11006,Loudspeaker
810,10892,0.0
811,10892,Loudspeaker
812,10893,Jack
813,10893,Loudspeaker
814,10785,Jack
815,10785,Loudspeaker
816,10784,Jack
817,10784,Loudspeaker
818,10715,Jack
819,10715,Loudspeaker
820,10393,0.0
821,10393,Loudspeaker
822,10379,0.0
823,10379,Loudspeaker
824,10296,0.0
825,10296,Loudspeaker
826,10328,0.0
827,10328,Loudspeaker
828,9770,Jack
829,9770,Loudspeaker
830,9698,Jack
831,9698,Loudspeaker
832,9667,Jack
833,9667,Loudspeaker
834,9634,Jack
835,9634,Loudspeaker
836,9633,Jack
837,9633,Loudspeaker
838,9410,Jack
839,9410,Loudspeaker
840,9437,Jack
841,9437,Loudspeaker
842,9373,Jack
843,9373,Loudspeaker
844,9372,Jack
845,9372,Loudspeaker
846,9224,Jack
847,9224,Loudspeaker
848,9194,Jack
849,9194,Loudspeaker
850,9173,Jack
851,9173,Loudspeaker
852,9096,Jack
853,9096,Loudspeaker
854,9061,Jack
855,9061,Loudspeaker
856,9068,Jack
857,9068,Loudspeaker
858,9097,Jack
859,9097,Loudspeaker
860,8953,Jack
861,8953,Loudspeaker
862,8866,Jack
863,8866,Loudspeaker
864,8783,Jack
865,8783,Loudspeaker
866,8782,Jack
867,8782,Loudspeaker
868,8892,Jack
869,8892,Loudspeaker
870,8862,Jack
871,8862,Loudspeaker
872,8808,Jack
873,8808,Loudspeaker
874,8784,Jack
875,8784,Loudspeaker
876,8811,Jack
877,8811,Loudspeaker
878,8814,Jack
879,8814,Loudspeaker
880,8810,Jack
881,8810,Loudspeaker
882,8749,Jack
883,8749,Loudspeaker
884,8801,Jack
885,8801,Loudspeaker
886,8711,nan
887,8711,nan
888,8681,Jack
889,8681,Loudspeaker
890,8579,Jack
891,8579,Loudspeaker
892,8550,Jack
893,8550,Loudspeaker
894,8543,Jack
895,8543,Loudspeaker
896,8502,Jack
897,8502,Loudspeaker
898,8509,Jack
899,8509,Loudspeaker
900,8503,Jack
901,8503,Loudspeaker
902,8493,Jack
903,8493,Loudspeaker
904,8467,Jack
905,8467,Loudspeaker
906,8425,Jack
907,8425,Loudspeaker
908,8384,Jack
909,8384,Loudspeaker
910,8370,Jack
911,8370,Loudspeaker
912,8271,0.0
913,8271,Loudspeaker
914,8218,Jack
915,8218,Loudspeaker
916,8207,Jack
917,8207,Loudspeaker
918,8206,Jack
919,8206,Loudspeaker
920,8197,Jack
921,8197,Loudspeaker
922,8156,Jack
923,8156,Loudspeaker
924,8160,nan
925,8160,nan
926,8130,Jack
927,8130,Loudspeaker
928,8129,Jack
929,8129,Loudspeaker
930,8106,Jack
931,8106,Loudspeaker
932,8111,Jack
933,8111,Loudspeaker
934,8262,Jack
935,8262,Loudspeaker
936,8097,Jack
937,8097,Loudspeaker
938,8095,Jack
939,8095,Loudspeaker
940,8045,Jack
941,8045,Loudspeaker
942,8048,Jack
943,8048,Loudspeaker
944,7866,Jack
945,7866,Loudspeaker
946,7689,0.0
947,7689,Loudspeaker
948,7690,0.0
949,7690,Loudspeaker
950,7688,0.0
951,7688,Loudspeaker
952,7733,Jack
953,7733,Loudspeaker
954,7577,Jack
955,7577,Loudspeaker
956,8474,Jack
957,8474,Loudspeaker
958,8465,Jack
959,8465,Loudspeaker
960,7532,Jack
961,7532,Loudspeaker
962,7368,Jack
963,7368,Loudspeaker
964,7476,Jack
965,7476,Loudspeaker
966,7475,Jack
967,7475,Loudspeaker
968,7479,Jack
969,7479,Loudspeaker
970,7757,Jack
971,7757,Loudspeaker
972,7477,Jack
973,7477,Loudspeaker
974,7478,Jack
975,7478,Loudspeaker
976,7474,Jack
977,7474,Loudspeaker
978,7473,Jack
979,7473,Loudspeaker
980,7444,Jack
981,7444,Loudspeaker
982,7378,Jack
983,7378,Loudspeaker
984,7367,Jack
985,7367,Loudspeaker
986,7366,Jack
987,7366,Loudspeaker
988,7255,Jack
989,7255,Loudspeaker
990,7365,Jack
991,7365,Loudspeaker
992,7364,Jack
993,7364,Loudspeaker
994,7256,Jack
995,7256,Loudspeaker
996,7261,Jack
997,7261,Loudspeaker
998,7044,Jack
999,7044,Loudspeaker
1000,7120,Jack
1001,7120,Loudspeaker
1002,6917,Jack
1003,6917,Loudspeaker
1004,7045,Jack
1005,7045,Loudspeaker
1006,6982,Jack
1007,6982,Loudspeaker
1008,6953,Jack
1009,6953,Loudspeaker
1010,6918,Jack
1011,6918,Loudspeaker
1012,6897,Jack
1013,6897,Loudspeaker
1014,6813,Jack
1015,6813,Loudspeaker
1016,6751,Jack
1017,6751,Loudspeaker
1018,6737,Jack
1019,6737,Loudspeaker
1020,6630,Jack
1021,6630,Loudspeaker
1022,6629,Jack
1023,6629,Loudspeaker
1024,6429,Jack
1025,6429,Loudspeaker
1026,6428,Jack
1027,6428,Loudspeaker
1028,6414,Jack
1029,6414,Loudspeaker
1030,6413,Jack
1031,6413,Loudspeaker
1032,6412,Jack
1033,6412,Loudspeaker
1034,6411,Jack
1035,6411,Loudspeaker
1036,6747,Jack
1037,6747,Loudspeaker
1038,6410,Jack
1039,6410,Loudspeaker
1040,6407,Jack
1041,6407,Loudspeaker
1042,6409,Jack
1043,6409,Loudspeaker
1044,6394,Jack
1045,6394,Loudspeaker
1046,6519,Jack
1047,6519,Loudspeaker
1048,6238,Jack
1049,6238,Loudspeaker
1050,6120,Jack
1051,6120,Loudspeaker
1052,5993,Jack
1053,5993,Loudspeaker
1054,6853,Jack
1055,6853,Loudspeaker
1056,5953,Jack
1057,5953,Loudspeaker
1058,7160,Jack
1059,7160,Loudspeaker
1060,5952,Jack
1061,5952,Loudspeaker
1062,5951,nan
1063,5951,nan
1064,7158,nan
1065,7158,nan
1066,5982,nan
1067,5982,nan
1068,5891,Jack
1069,5891,Loudspeaker
1070,5863,Jack
1071,5863,Loudspeaker
1072,5706,Jack
1073,5706,Loudspeaker
1074,5676,Jack
1075,5676,Loudspeaker
1076,5675,Jack
1077,5675,Loudspeaker
1078,5674,Jack
1079,5674,Loudspeaker
1080,5600,Jack
1081,5600,Loudspeaker
1082,5494,Jack
1083,5494,Loudspeaker
1084,5493,Jack
1085,5493,Loudspeaker
1086,5495,Jack
1087,5495,Loudspeaker
1088,5879,Jack
1089,5879,Loudspeaker
1090,5492,Jack
1091,5492,Loudspeaker
1092,5329,Jack
1093,5329,Loudspeaker
1094,5328,Jack
1095,5328,Loudspeaker
1096,5331,Jack
1097,5331,Loudspeaker
1098,5249,Jack
1099,5249,Loudspeaker
1100,5091,Jack
1101,5091,Loudspeaker
1102,5083,Jack
1103,5083,Loudspeaker
1104,5017,Jack
1105,5017,Loudspeaker
1106,4850,Jack
1107,4850,Loudspeaker
1108,4605,Jack
1109,4605,Loudspeaker
1110,4604,Jack
1111,4604,Loudspeaker
1112,5337,Jack
1113,5337,Loudspeaker
1114,4596,Jack
1115,4596,Loudspeaker
1116,4606,Jack
1117,4606,Loudspeaker
1118,4422,Jack
1119,4422,Loudspeaker
1120,4421,Jack
1121,4421,Loudspeaker
1122,4322,Jack
1123,4322,Loudspeaker
1124,3965,Jack
1125,3965,Loudspeaker
1126,3936,Jack
1127,3936,Loudspeaker
1128,3696,Jack
1129,3696,Loudspeaker
1130,12603,0.0
1131,12603,Loudspeaker
1132,12460,Jack
1133,12460,Loudspeaker
1134,12459,Jack
1135,12459,Loudspeaker
1136,12458,Jack
1137,12458,Loudspeaker
1138,12457,Jack
1139,12457,Loudspeaker
1140,12456,Jack
1141,12456,Loudspeaker
1142,12153,Jack
1143,12153,Loudspeaker
1144,12110,Jack
1145,12110,Loudspeaker
1146,12102,Jack
1147,12102,Loudspeaker
1148,11830,Jack
1149,11830,Loudspeaker
1150,11829,Jack
1151,11829,Loudspeaker
1152,11828,Jack
1153,11828,Loudspeaker
1154,11757,0.0
1155,11757,Loudspeaker
1156,11716,Jack
1157,11716,Loudspeaker
1158,11715,Jack
1159,11715,Loudspeaker
1160,11673,Jack
1161,11673,Loudspeaker
1162,11672,Jack
1163,11672,Loudspeaker
1164,11643,Jack
1165,11643,Loudspeaker
1166,11623,Jack
1167,11623,Loudspeaker
1168,11536,Jack
1169,11536,Loudspeaker
1170,11509,Jack
1171,11509,Loudspeaker
1172,11483,Jack
1173,11483,Loudspeaker
1174,11398,Jack
1175,11398,Loudspeaker
1176,11376,Jack
1177,11376,Loudspeaker
1178,11369,Jack
1179,11369,Loudspeaker
1180,11368,Jack
1181,11368,Loudspeaker
1182,11348,Jack
1183,11348,Loudspeaker
1184,11319,Jack
1185,11319,Loudspeaker
1186,11318,Jack
1187,11318,Loudspeaker
1188,11273,Jack
1189,11273,Loudspeaker
1190,11264,Jack
1191,11264,Loudspeaker
1192,11258,Jack
1193,11258,Loudspeaker
1194,11096,Jack
1195,11096,Loudspeaker
1196,11095,Jack
1197,11095,Loudspeaker
1198,11094,Jack
1199,11094,Loudspeaker
1200,11073,Jack
1201,11073,Loudspeaker
1202,10973,Jack
1203,10973,Loudspeaker
1204,10934,Jack
1205,10934,Loudspeaker
1206,10935,Jack
1207,10935,Loudspeaker
1208,10915,Jack
1209,10915,Loudspeaker
1210,10781,Jack
1211,10781,Loudspeaker
1212,10745,Jack
1213,10745,Loudspeaker
1214,10741,Jack
1215,10741,Loudspeaker
1216,10730,Jack
1217,10730,Loudspeaker
1218,10729,Jack
1219,10729,Loudspeaker
1220,10731,Jack
1221,10731,Loudspeaker
1222,10732,Jack
1223,10732,Loudspeaker
1224,10640,Jack
1225,10640,Loudspeaker
1226,10607,Jack
1227,10607,Loudspeaker
1228,10535,Jack
1229,10535,Loudspeaker
1230,10536,Jack
1231,10536,Loudspeaker
1232,10537,Jack
1233,10537,Loudspeaker
1234,10538,Jack
1235,10538,Loudspeaker
1236,10540,Jack
1237,10540,Loudspeaker
1238,10539,Jack
1239,10539,Loudspeaker
1240,10470,Jack
1241,10470,Loudspeaker
1242,10453,Jack
1243,10453,Loudspeaker
1244,10403,Jack
1245,10403,Loudspeaker
1246,10359,Jack
1247,10359,Loudspeaker
1248,10313,Jack
1249,10313,Loudspeaker
1250,10312,Jack
1251,10312,Loudspeaker
1252,10160,Jack
1253,10160,Loudspeaker
1254,10107,Jack
1255,10107,Loudspeaker
1256,10106,Jack
1257,10106,Loudspeaker
1258,10105,Jack
1259,10105,Loudspeaker
1260,10047,Jack
1261,10047,Loudspeaker
1262,10046,Jack
1263,10046,Loudspeaker
1264,10045,Jack
1265,10045,Loudspeaker
1266,9994,Jack
1267,9994,Loudspeaker
1268,9968,Jack
1269,9968,Loudspeaker
1270,9967,Jack
1271,9967,Loudspeaker
1272,9930,Jack
1273,9930,Loudspeaker
1274,9929,Jack
1275,9929,Loudspeaker
1276,9855,Jack
1277,9855,Loudspeaker
1278,9877,Jack
1279,9877,Loudspeaker
1280,9854,Jack
1281,9854,Loudspeaker
1282,9853,Jack
1283,9853,Loudspeaker
1284,9811,Jack
