,Device ID,Name,Version
2256,3880,,
2257,3759,Android,2.2
2258,3835,Android,3.0
2259,4210,,
2260,4095,,
2261,3758,,
2262,3837,Android,2.2
2263,3219,,
2264,3735,Android,2.2
2265,3704,Android,2.2
2266,3762,Android,2.2
2267,3598,Android,2.2
2268,3667,Android,2.2
2269,3732,Android,2.2
2270,3852,,
2271,3701,,
2272,3684,,
2273,3860,,
2274,3698,,
2275,3695,,
2276,3674,,
2277,3909,,
2278,3651,,
2279,3731,Android,2.1
2280,3632,Android,2.1
2281,3631,,
2282,3630,Android,2.2
2283,3613,,
2284,3605,,
2285,3606,,
2286,3558,Microsoft Windows Phone,7
2287,3555,Microsoft Windows Phone,7
2288,3532,Microsoft Windows Phone,7
2289,3486,,
2290,3494,Android,2.2
2291,3669,Android,2.2
2292,3609,,
2293,3583,Android,2.2
2294,3544,Android,2.2
2295,3516,Android,2.2
2296,3345,Microsoft Windows Phone,7
2297,3414,,
2298,3220,,
2299,3217,,
2300,3218,,
2301,3478,,
2302,3470,,
2303,3676,,
2304,3459,,
2305,3452,,
2306,3458,,
2307,3411,,
2308,3412,,
2309,3444,,
2310,3360,,
2311,3260,,
2312,3359,,
2313,3356,Microsoft Windows Mobile,6.5
2314,3352,,
2315,3216,,
2316,3274,,
2317,3341,Android,2.1
2318,3340,,
2319,3221,,
2320,3257,Android,2.1
2321,3245,,
2322,3276,,
2323,3076,,
2324,3261,,
2325,3251,,
2326,3254,,
2327,3253,,
2328,3233,,
2329,3124,,
2330,3211,Android,
2331,3081,Android,1.6
2332,3215,,
2333,3204,,
2334,3164,MeeGo,
2335,3136,,
2336,3095,,
2337,3199,,
2338,3078,,
2339,5444,,
2340,4086,,
2341,3135,,
2342,3106,Microsoft Windows Mobile,6.5
2343,3083,,
2344,3496,,
2345,12472,Android,13
2346,12471,Android,13
2347,12465,,
2348,12464,,
2349,12381,Android,13
2350,12322,Android,12
2351,12321,Android,12
2352,12285,,
2353,12284,,
2354,12286,,
2355,12283,,
2356,12282,,
2357,12281,,
2358,12244,Android,12
2359,12210,,
2360,12184,Android,12
2361,12139,Android,13
2362,12138,Android,13
2363,12137,Android,12
2364,12136,Android,12
2365,12085,Android,12
2366,11973,KaiOS,3.1
2367,11831,Android,12
2368,12373,Android,12
2369,11826,Android,12
2370,11825,Android,12
2371,11823,Android,12
2372,11818,Android,12
2373,11741,,
2374,11666,,
2375,11667,,
2376,11670,KaiOS,3.1
2377,11668,,
2378,11669,Android,12
2379,11644,Android,12
2380,11629,Android,12
2381,11628,Android,12
2382,11381,Android,11
2383,11380,Android,11
2384,11740,,
2385,11739,,
2386,11382,Android,11
2387,11358,Android,11
2388,11356,Android,11
2389,11207,Android,11
2390,11135,Android,11
2391,11142,Android,11
2392,11077,Android,11
2393,11013,Android,11
2394,10967,Android,11
2395,11025,,
2396,11019,Android,11
2397,10965,,
2398,10966,,
2399,10959,Android,11
2400,10955,Android,11
2401,10838,Android,11
2402,10840,Android,11
2403,10841,Android,11
2404,10842,Android,11
2405,10843,Android,11
2406,10844,Android,11
