,Device ID,Network,is 2g,is 3g,is 4g,is 5g
2522,5559,3G,1.0,1.0,0.0,0.0
2523,5451,4G,1.0,1.0,1.0,0.0
2524,5437,4G,1.0,1.0,1.0,0.0
2525,5445,2G,1.0,0.0,0.0,0.0
2526,5417,2G,1.0,0.0,0.0,0.0
2527,5321,3G,1.0,1.0,0.0,0.0
2528,5322,3G,1.0,1.0,0.0,0.0
2529,5323,3G,1.0,1.0,0.0,0.0
2530,5324,2G,1.0,0.0,0.0,0.0
2531,5291,2G,1.0,0.0,0.0,0.0
2532,5150,3G,1.0,1.0,0.0,0.0
2533,5147,3G,1.0,1.0,0.0,0.0
2534,5145,2G,1.0,0.0,0.0,0.0
2535,5138,2G,1.0,0.0,0.0,0.0
2536,5137,2G,1.0,0.0,0.0,0.0
2537,5096,2G,1.0,0.0,0.0,0.0
2538,5090,4G,1.0,1.0,1.0,0.0
2539,5069,3G,1.0,1.0,0.0,0.0
2540,5024,3G,1.0,1.0,0.0,0.0
2541,5009,2G,1.0,0.0,0.0,0.0
2542,5010,2G,1.0,0.0,0.0,0.0
2543,4967,4G,1.0,1.0,1.0,0.0
2544,4968,4G,1.0,1.0,1.0,0.0
2545,4802,3G,1.0,1.0,0.0,0.0
2546,4801,2G,1.0,0.0,0.0,0.0
2547,4800,2G,1.0,0.0,0.0,0.0
2548,4758,2G,1.0,0.0,0.0,0.0
2549,4757,2G,1.0,0.0,0.0,0.0
2550,4756,2G,1.0,0.0,0.0,0.0
2551,4755,2G,1.0,0.0,0.0,0.0
2552,4695,3G,1.0,1.0,0.0,0.0
2553,4690,2G,1.0,0.0,0.0,0.0
2554,4577,3G,1.0,1.0,0.0,0.0
2555,4662,3G,1.0,1.0,0.0,0.0
2556,4576,3G,1.0,1.0,0.0,0.0
2557,4546,3G,1.0,1.0,0.0,0.0
2558,4579,2G,1.0,0.0,0.0,0.0
2559,4580,2G,1.0,0.0,0.0,0.0
2560,4578,3G,1.0,1.0,0.0,0.0
2561,4275,4G,1.0,1.0,1.0,0.0
2562,4391,2G,1.0,0.0,0.0,0.0
2563,4354,2G,1.0,0.0,0.0,0.0
2564,4240,3G,1.0,1.0,0.0,0.0
2565,4372,3G,1.0,1.0,0.0,0.0
2566,4276,3G,1.0,1.0,0.0,0.0
2567,4278,3G,1.0,1.0,0.0,0.0
2568,4279,3G,1.0,1.0,0.0,0.0
2569,4280,2G,1.0,0.0,0.0,0.0
2570,4281,2G,1.0,0.0,0.0,0.0
2571,4243,3G,1.0,1.0,0.0,0.0
2572,4241,2G,1.0,0.0,0.0,0.0
2573,4242,2G,1.0,0.0,0.0,0.0
2574,4220,2G,1.0,0.0,0.0,0.0
2575,4223,2G,1.0,0.0,0.0,0.0
2576,4222,3G,1.0,1.0,0.0,0.0
2577,4121,2G,1.0,0.0,0.0,0.0
2578,4120,2G,1.0,0.0,0.0,0.0
2579,4119,3G,1.0,1.0,0.0,0.0
2580,4021,3G,1.0,1.0,0.0,0.0
2581,4118,3G,1.0,1.0,0.0,0.0
2582,4113,3G,1.0,1.0,0.0,0.0
2583,4085,3G,1.0,1.0,0.0,0.0
2584,3398,3G,1.0,1.0,0.0,0.0
2585,4019,3G,1.0,1.0,0.0,0.0
2586,3931,2G,1.0,0.0,0.0,0.0
2587,3995,2G,1.0,0.0,0.0,0.0
2588,3996,2G,1.0,0.0,0.0,0.0
2589,4020,2G,1.0,0.0,0.0,0.0
2590,3915,2G,1.0,0.0,0.0,0.0
2591,3997,,,,,
2592,3961,3G,1.0,1.0,0.0,0.0
2593,3962,2G,1.0,0.0,0.0,0.0
2594,3664,3G,1.0,1.0,0.0,0.0
2595,3717,3G,1.0,1.0,0.0,0.0
2596,3885,3G,1.0,1.0,0.0,0.0
2597,3853,2G,1.0,0.0,0.0,0.0
2598,3610,2G,1.0,0.0,0.0,0.0
2599,3638,3G,1.0,1.0,0.0,0.0
2600,3578,3G,1.0,1.0,0.0,0.0
2601,3545,3G,1.0,1.0,0.0,0.0
2602,3524,3G,1.0,1.0,0.0,0.0
2603,3394,3G,1.0,1.0,0.0,0.0
2604,3525,3G,1.0,1.0,0.0,0.0
2605,3477,2G,1.0,0.0,0.0,0.0
2606,3479,3G,1.0,1.0,0.0,0.0
2607,3397,3G,1.0,1.0,0.0,0.0
2608,3396,3G,1.0,1.0,0.0,0.0
2609,3390,2G,1.0,0.0,0.0,0.0
2610,3348,3G,1.0,1.0,0.0,0.0
2611,3367,2G,1.0,0.0,0.0,0.0
2612,3366,2G,1.0,0.0,0.0,0.0
2613,3365,2G,1.0,0.0,0.0,0.0
2614,3364,2G,1.0,0.0,0.0,0.0
2615,3252,3G,1.0,1.0,0.0,0.0
2616,3304,2G,1.0,0.0,0.0,0.0
2617,3229,3G,1.0,1.0,0.0,0.0
2618,3198,3G,1.0,1.0,0.0,0.0
2619,3269,2G,1.0,0.0,0.0,0.0
2620,3122,3G,1.0,1.0,0.0,0.0
2621,3285,2G,1.0,0.0,0.0,0.0
2622,3286,2G,1.0,0.0,0.0,0.0
2623,3121,2G,1.0,0.0,0.0,0.0
2624,3041,2G,1.0,0.0,0.0,0.0
2625,3109,3G,1.0,1.0,0.0,0.0
2626,10792,4G,1.0,1.0,1.0,0.0
2627,12771,5G,1.0,1.0,1.0,1.0
2628,12772,5G,1.0,1.0,1.0,1.0
2629,12773,5G,1.0,1.0,1.0,1.0
2630,12784,5G,1.0,1.0,1.0,1.0
2631,12785,5G,1.0,1.0,1.0,1.0
2632,12555,5G,1.0,1.0,1.0,1.0
2633,12638,5G,1.0,1.0,1.0,1.0
2634,12637,4G,1.0,1.0,1.0,0.0
2635,12617,5G,1.0,1.0,1.0,1.0
2636,12616,4G,1.0,1.0,1.0,0.0
2637,12520,5G,1.0,1.0,1.0,1.0
2638,12609,5G,1.0,1.0,1.0,1.0
2639,12517,5G,1.0,1.0,1.0,1.0
2640,12584,4G,1.0,1.0,1.0,0.0
2641,12583,4G,1.0,1.0,1.0,0.0
2642,12453,5G,1.0,1.0,1.0,1.0
2643,12418,,,,,
2644,12252,,,,,
2645,12217,5G,1.0,1.0,1.0,1.0
2646,12440,5G,1.0,1.0,1.0,1.0
2647,12439,5G,1.0,1.0,1.0,1.0
2648,12438,4G,1.0,1.0,1.0,0.0
2649,12437,4G,1.0,1.0,1.0,0.0
2650,11290,5G,1.0,1.0,1.0,1.0
2651,12239,5G,1.0,1.0,1.0,1.0
2652,12176,4G,1.0,1.0,1.0,0.0
2653,12175,5G,1.0,1.0,1.0,1.0
2654,12189,5G,1.0,1.0,1.0,1.0
2655,12070,5G,1.0,1.0,1.0,1.0
2656,12074,5G,1.0,1.0,1.0,1.0
2657,12160,5G,1.0,1.0,1.0,1.0
2658,12024,5G,1.0,1.0,1.0,1.0
2659,12083,5G,1.0,1.0,1.0,1.0
2660,12082,5G,1.0,1.0,1.0,1.0
2661,12151,4G,1.0,1.0,1.0,0.0
2662,12004,5G,1.0,1.0,1.0,1.0
2663,12054,4G,1.0,1.0,1.0,0.0
2664,12022,4G,1.0,1.0,1.0,0.0
2665,11988,4G,1.0,1.0,1.0,0.0
2666,11945,4G,1.0,1.0,1.0,0.0
2667,11840,5G,1.0,1.0,1.0,1.0
2668,11803,4G,1.0,1.0,1.0,0.0
2669,11817,4G,1.0,1.0,1.0,0.0
2670,11737,,,,,
2671,11538,,,,,
2672,11749,4G,1.0,1.0,1.0,0.0
2673,11748,4G,1.0,1.0,1.0,0.0
2674,11736,5G,1.0,1.0,1.0,1.0
2675,11633,5G,1.0,1.0,1.0,1.0
2676,11654,4G,1.0,1.0,1.0,0.0
2677,11665,4G,1.0,1.0,1.0,0.0
2678,11600,5G,1.0,1.0,1.0,1.0
2679,11624,4G,1.0,1.0,1.0,0.0
2680,11564,4G,1.0,1.0,1.0,0.0
2681,11524,4G,1.0,1.0,1.0,0.0
2682,11439,5G,1.0,1.0,1.0,1.0
2683,11459,5G,1.0,1.0,1.0,1.0
2684,11257,5G,1.0,1.0,1.0,1.0
2685,11268,5G,1.0,1.0,1.0,1.0
2686,11429,5G,1.0,1.0,1.0,1.0
2687,11406,5G,1.0,1.0,1.0,1.0
2688,11404,5G,1.0,1.0,1.0,1.0
2689,11403,5G,1.0,1.0,1.0,1.0
2690,11373,4G,1.0,1.0,1.0,0.0
2691,11402,4G,1.0,1.0,1.0,0.0
2692,11251,5G,1.0,1.0,1.0,1.0
2693,11252,5G,1.0,1.0,1.0,1.0
2694,11253,5G,1.0,1.0,1.0,1.0
2695,11274,5G,1.0,1.0,1.0,1.0
2696,11342,5G,1.0,1.0,1.0,1.0
2697,11343,5G,1.0,1.0,1.0,1.0
2698,10954,5G,1.0,1.0,1.0,1.0
2699,11265,4G,1.0,1.0,1.0,0.0
2700,11149,5G,1.0,1.0,1.0,1.0
2701,11244,4G,1.0,1.0,1.0,0.0
2702,11215,4G,1.0,1.0,1.0,0.0
2703,11124,5G,1.0,1.0,1.0,1.0
2704,11110,5G,1.0,1.0,1.0,1.0
2705,11011,4G,1.0,1.0,1.0,0.0
2706,11062,5G,1.0,1.0,1.0,1.0
2707,10937,4G,1.0,1.0,1.0,0.0
2708,11039,5G,1.0,1.0,1.0,1.0
2709,10906,,,,,
2710,11044,,,,,
2711,11046,4G,1.0,1.0,1.0,0.0
2712,11045,4G,1.0,1.0,1.0,0.0
2713,11087,4G,1.0,1.0,1.0,0.0
2714,11041,4G,1.0,1.0,1.0,0.0
2715,11015,4G,1.0,1.0,1.0,0.0
2716,10996,4G,1.0,1.0,1.0,0.0
2717,10887,,,,,
2718,10873,5G,1.0,1.0,1.0,1.0
2719,10948,4G,1.0,1.0,1.0,0.0
2720,10933,4G,1.0,1.0,1.0,0.0
2721,10922,5G,1.0,1.0,1.0,1.0
2722,10900,5G,1.0,1.0,1.0,1.0
2723,10848,5G,1.0,1.0,1.0,1.0
2724,10860,4G,1.0,1.0,1.0,0.0
2725,10850,5G,1.0,1.0,1.0,1.0
2726,10825,4G,1.0,1.0,1.0,0.0
2727,10824,4G,1.0,1.0,1.0,0.0
2728,10469,4G,1.0,1.0,1.0,0.0
2729,10631,5G,1.0,1.0,1.0,1.0
2730,10641,4G,1.0,1.0,1.0,0.0
2731,10718,4G,1.0,1.0,1.0,0.0
2732,10753,4G,1.0,1.0,1.0,0.0
2733,10749,4G,1.0,1.0,1.0,0.0
2734,10740,4G,1.0,1.0,1.0,0.0
2735,10578,4G,1.0,1.0,1.0,0.0
2736,10596,5G,1.0,1.0,1.0,1.0
2737,10625,5G,1.0,1.0,1.0,1.0
2738,10626,5G,1.0,1.0,1.0,1.0
2739,10648,5G,1.0,1.0,1.0,1.0
2740,10663,4G,1.0,1.0,1.0,0.0
2741,10604,4G,1.0,1.0,1.0,0.0
2742,10709,4G,1.0,1.0,1.0,0.0
2743,10708,4G,1.0,1.0,1.0,0.0
2744,10603,4G,1.0,1.0,1.0,0.0
2745,10580,4G,1.0,1.0,1.0,0.0
2746,10496,4G,1.0,1.0,1.0,0.0
2747,10498,4G,1.0,1.0,1.0,0.0
2748,10476,4G,1.0,1.0,1.0,0.0
2749,10377,5G,1.0,1.0,1.0,1.0
2750,10428,4G,1.0,1.0,1.0,0.0
2751,10412,5G,1.0,1.0,1.0,1.0
2752,10411,4G,1.0,1.0,1.0,0.0
2753,10148,4G,1.0,1.0,1.0,0.0
2754,10371,5G,1.0,1.0,1.0,1.0
2755,10342,,,,,
2756,10261,5G,1.0,1.0,1.0,1.0
2757,10355,4G,1.0,1.0,1.0,0.0
2758,10325,5G,1.0,1.0,1.0,1.0
2759,10338,4G,1.0,1.0,1.0,0.0
2760,10315,4G,1.0,1.0,1.0,0.0
2761,10336,5G,1.0,1.0,1.0,1.0
2762,10337,5G,1.0,1.0,1.0,1.0
2763,10244,,,,,
2764,10333,4G,1.0,1.0,1.0,0.0
2765,10335,4G,1.0,1.0,1.0,0.0
2766,10316,4G,1.0,1.0,1.0,0.0
2767,10314,4G,1.0,1.0,1.0,0.0
2768,10276,5G,1.0,1.0,1.0,1.0
2769,10216,4G,1.0,1.0,1.0,0.0
2770,10239,4G,1.0,1.0,1.0,0.0
2771,10208,4G,1.0,1.0,1.0,0.0
2772,10243,5G,1.0,1.0,1.0,1.0
2773,10146,5G,1.0,1.0,1.0,1.0
2774,10157,5G,1.0,1.0,1.0,1.0
2775,10172,4G,1.0,1.0,1.0,0.0
2776,10483,4G,1.0,1.0,1.0,0.0
2777,10158,4G,1.0,1.0,1.0,0.0
2778,10124,4G,1.0,1.0,1.0,0.0
2779,10149,4G,1.0,1.0,1.0,0.0
2780,10138,4G,1.0,1.0,1.0,0.0
2781,10111,4G,1.0,1.0,1.0,0.0
2782,10132,4G,1.0,1.0,1.0,0.0
2783,10079,4G,1.0,1.0,1.0,0.0
2784,10040,5G,1.0,1.0,1.0,1.0
2785,10084,4G,1.0,1.0,1.0,0.0
2786,10041,5G,1.0,1.0,1.0,1.0
2787,10080,4G,1.0,1.0,1.0,0.0
2788,10254,5G,1.0,1.0,1.0,1.0
2789,10044,5G,1.0,1.0,1.0,1.0
2790,10081,4G,1.0,1.0,1.0,0.0
2791,10054,,,,,
2792,10004,5G,1.0,1.0,1.0,1.0
2793,10001,4G,1.0,1.0,1.0,0.0
2794,10003,4G,1.0,1.0,1.0,0.0
2795,9917,4G,1.0,1.0,1.0,0.0
2796,9999,4G,1.0,1.0,1.0,0.0
2797,9995,4G,1.0,1.0,1.0,0.0
2798,9963,4G,1.0,1.0,1.0,0.0
2799,9937,4G,1.0,1.0,1.0,0.0
2800,9899,4G,1.0,1.0,1.0,0.0
2801,9852,4G,1.0,1.0,1.0,0.0
2802,9818,4G,1.0,1.0,1.0,0.0
2803,9861,4G,1.0,1.0,1.0,0.0
2804,9851,,,,,
2805,9523,,,,,
2806,9850,4G,1.0,1.0,1.0,0.0
2807,9795,5G,1.0,1.0,1.0,1.0
2808,9796,4G,1.0,1.0,1.0,0.0
2809,9806,4G,1.0,1.0,1.0,0.0
2810,9787,5G,1.0,1.0,1.0,1.0
2811,9732,4G,1.0,1.0,1.0,0.0
2812,9789,5G,1.0,1.0,1.0,1.0
2813,9788,4G,1.0,1.0,1.0,0.0
2814,9784,4G,1.0,1.0,1.0,0.0
2815,9786,4G,0.0,1.0,1.0,0.0
2816,9793,4G,1.0,1.0,1.0,0.0
2817,9790,4G,1.0,1.0,1.0,0.0
2818,9781,4G,1.0,1.0,1.0,0.0
2819,9760,4G,1.0,1.0,1.0,0.0
2820,9730,4G,1.0,1.0,1.0,0.0
2821,9636,4G,1.0,1.0,1.0,0.0
2822,9589,No,0.0,0.0,0.0,0.0
2823,9672,4G,0.0,1.0,1.0,0.0
2824,9588,5G,1.0,1.0,1.0,1.0
2825,9535,4G,1.0,1.0,1.0,0.0
2826,9536,4G,1.0,1.0,1.0,0.0
2827,9537,4G,1.0,1.0,1.0,0.0
2828,9721,4G,1.0,1.0,1.0,0.0
2829,9505,4G,1.0,1.0,1.0,0.0
2830,9506,4G,1.0,1.0,1.0,0.0
2831,9508,4G,1.0,1.0,1.0,0.0
2832,9659,4G,1.0,1.0,1.0,0.0
2833,9646,4G,1.0,1.0,1.0,0.0
2834,9616,4G,1.0,1.0,1.0,0.0
2835,9554,4G,1.0,1.0,1.0,0.0
2836,9642,4G,1.0,1.0,1.0,0.0
2837,9579,4G,1.0,1.0,1.0,0.0
2838,9661,4G,1.0,1.0,1.0,0.0
2839,9640,4G,1.0,1.0,1.0,0.0
2840,9580,4G,1.0,1.0,1.0,0.0
2841,9581,4G,1.0,1.0,1.0,0.0
2842,9582,4G,1.0,1.0,1.0,0.0
2843,9651,4G,1.0,1.0,1.0,0.0
2844,9264,No,0.0,0.0,0.0,0.0
2845,9665,4G,1.0,1.0,1.0,0.0
2846,9262,4G,1.0,1.0,1.0,0.0
2847,9263,4G,1.0,1.0,1.0,0.0
2848,9432,4G,1.0,1.0,1.0,0.0
2849,9352,4G,1.0,1.0,1.0,0.0
2850,9344,4G,1.0,1.0,1.0,0.0
2851,9340,4G,1.0,1.0,1.0,0.0
2852,9163,4G,1.0,1.0,1.0,0.0
2853,9289,4G,1.0,1.0,1.0,0.0
2854,9334,4G,1.0,1.0,1.0,0.0
2855,9397,4G,1.0,1.0,1.0,0.0
2856,9335,4G,1.0,1.0,1.0,0.0
2857,9255,4G,1.0,1.0,1.0,0.0
2858,9260,4G,1.0,1.0,1.0,0.0
2859,9234,4G,1.0,1.0,1.0,0.0
2860,8928,4G,1.0,1.0,1.0,0.0
2861,9220,4G,1.0,1.0,1.0,0.0
2862,9202,4G,1.0,1.0,1.0,0.0
2863,9205,4G,1.0,1.0,1.0,0.0
2864,9203,4G,1.0,1.0,1.0,0.0
2865,9204,4G,1.0,1.0,1.0,0.0
2866,9156,4G,1.0,1.0,1.0,0.0
2867,9155,4G,1.0,1.0,1.0,0.0
2868,9153,4G,1.0,1.0,1.0,0.0
2869,9135,4G,1.0,1.0,1.0,0.0
2870,8967,4G,1.0,1.0,1.0,0.0
2871,8966,4G,1.0,1.0,1.0,0.0
2872,8904,4G,1.0,1.0,1.0,0.0
2873,8790,4G,1.0,1.0,1.0,0.0
2874,8886,4G,1.0,1.0,1.0,0.0
2875,8900,4G,1.0,1.0,1.0,0.0
2876,8897,4G,1.0,1.0,1.0,0.0
2877,8725,4G,1.0,1.0,1.0,0.0
2878,8789,4G,1.0,1.0,1.0,0.0
2879,8839,No,0.0,0.0,0.0,0.0
2880,8505,4G,1.0,1.0,1.0,0.0
2881,8676,4G,1.0,1.0,1.0,0.0
2882,8778,4G,1.0,1.0,1.0,0.0
2883,8683,4G,1.0,1.0,1.0,0.0
2884,8684,4G,1.0,1.0,1.0,0.0
2885,8675,4G,1.0,1.0,1.0,0.0
2886,8561,4G,1.0,1.0,1.0,0.0
2887,8705,4G,1.0,1.0,1.0,0.0
2888,8438,4G,1.0,1.0,1.0,0.0
2889,9331,4G,1.0,1.0,1.0,0.0
2890,8682,4G,1.0,1.0,1.0,0.0
2891,8161,4G,1.0,1.0,1.0,0.0
2892,8523,4G,1.0,1.0,1.0,0.0
2893,8627,4G,1.0,1.0,1.0,0.0
2894,8437,4G,1.0,1.0,1.0,0.0
2895,8577,4G,1.0,1.0,1.0,0.0
2896,8554,4G,1.0,1.0,1.0,0.0
2897,8397,4G,1.0,1.0,1.0,0.0
2898,8486,4G,1.0,1.0,1.0,0.0
2899,8435,4G,1.0,1.0,1.0,0.0
2900,8335,4G,1.0,1.0,1.0,0.0
2901,8494,4G,1.0,1.0,1.0,0.0
2902,8336,4G,1.0,1.0,1.0,0.0
2903,8385,4G,1.0,1.0,1.0,0.0
2904,8424,4G,1.0,1.0,1.0,0.0
2905,8347,4G,1.0,1.0,1.0,0.0
2906,7801,4G,1.0,1.0,1.0,0.0
2907,8367,4G,1.0,1.0,1.0,0.0
2908,8265,4G,1.0,1.0,1.0,0.0
2909,8309,No,0.0,0.0,0.0,0.0
2910,8308,No,0.0,0.0,0.0,0.0
2911,8307,4G,1.0,1.0,1.0,0.0
2912,8342,4G,1.0,1.0,1.0,0.0
2913,8314,4G,1.0,1.0,1.0,0.0
2914,8288,4G,1.0,1.0,1.0,0.0
2915,8242,4G,1.0,1.0,1.0,0.0
2916,8082,4G,1.0,1.0,1.0,0.0
2917,8140,4G,1.0,1.0,1.0,0.0
2918,8192,4G,1.0,1.0,1.0,0.0
2919,8227,4G,1.0,1.0,1.0,0.0
2920,8186,4G,1.0,1.0,1.0,0.0
2921,8228,4G,1.0,1.0,1.0,0.0
2922,8083,4G,1.0,1.0,1.0,0.0
2923,8170,4G,1.0,1.0,1.0,0.0
2924,8455,4G,1.0,1.0,1.0,0.0
2925,8004,4G,1.0,1.0,1.0,0.0
2926,8126,4G,1.0,1.0,1.0,0.0
2927,8046,4G,1.0,1.0,1.0,0.0
2928,8047,4G,1.0,1.0,1.0,0.0
2929,7903,4G,1.0,1.0,1.0,0.0
2930,7870,4G,1.0,1.0,1.0,0.0
2931,7869,4G,1.0,1.0,1.0,0.0
2932,8090,4G,1.0,1.0,1.0,0.0
2933,7880,4G,1.0,1.0,1.0,0.0
2934,7821,4G,1.0,1.0,1.0,0.0
2935,7945,4G,1.0,1.0,1.0,0.0
2936,7961,4G,1.0,1.0,1.0,0.0
2937,7960,4G,1.0,1.0,1.0,0.0
2938,7768,3G,1.0,1.0,0.0,0.0
2939,7934,3G,1.0,1.0,0.0,0.0
2940,7879,4G,1.0,1.0,1.0,0.0
2941,7864,4G,1.0,1.0,1.0,0.0
2942,7641,4G,1.0,1.0,1.0,0.0
2943,7759,4G,1.0,1.0,1.0,0.0
2944,7789,4G,1.0,1.0,1.0,0.0
2945,7791,4G,1.0,1.0,1.0,0.0
2946,8022,4G,1.0,1.0,1.0,0.0
2947,7760,4G,1.0,1.0,1.0,0.0
2948,7704,4G,0.0,1.0,1.0,0.0
2949,7679,4G,1.0,1.0,1.0,0.0
2950,7648,4G,1.0,1.0,1.0,0.0
2951,7273,3G,1.0,1.0,0.0,0.0
2952,7673,4G,1.0,1.0,1.0,0.0
2953,7677,No,0.0,0.0,0.0,0.0
2954,7678,No,0.0,0.0,0.0,0.0
2955,7585,3G,1.0,1.0,0.0,0.0
2956,7504,4G,1.0,1.0,1.0,0.0
2957,7431,4G,1.0,1.0,1.0,0.0
2958,7508,4G,1.0,1.0,1.0,0.0
2959,7505,4G,1.0,1.0,1.0,0.0
2960,7467,4G,1.0,1.0,1.0,0.0
2961,7509,4G,1.0,1.0,1.0,0.0
2962,6506,4G,1.0,1.0,1.0,0.0
2963,7468,4G,1.0,1.0,1.0,0.0
2964,7453,4G,1.0,1.0,1.0,0.0
2965,7438,4G,1.0,1.0,1.0,0.0
2966,7439,4G,1.0,1.0,1.0,0.0
2967,7506,4G,1.0,1.0,1.0,0.0
2968,7249,4G,1.0,1.0,1.0,0.0
2969,7395,3G,1.0,1.0,0.0,0.0
2970,8785,4G,1.0,1.0,1.0,0.0
2971,7185,4G,1.0,1.0,1.0,0.0
2972,7184,4G,1.0,1.0,1.0,0.0
2973,6980,No,0.0,0.0,0.0,0.0
2974,7295,3G,1.0,1.0,0.0,0.0
2975,7794,2G,1.0,0.0,0.0,0.0
2976,7751,2G,1.0,0.0,0.0,0.0
2977,7119,3G,1.0,1.0,0.0,0.0
2978,7114,4G,1.0,1.0,1.0,0.0
2979,7134,3G,1.0,1.0,0.0,0.0
2980,7443,4G,1.0,1.0,1.0,0.0
2981,7122,4G,1.0,1.0,1.0,0.0
2982,8883,4G,1.0,1.0,1.0,0.0
2983,7121,4G,1.0,1.0,1.0,0.0
2984,6990,4G,1.0,1.0,1.0,0.0
2985,7166,4G,1.0,1.0,1.0,0.0
2986,7164,4G,1.0,1.0,1.0,0.0
2987,7079,4G,1.0,1.0,1.0,0.0
2988,7377,4G,1.0,1.0,1.0,0.0
2989,6849,4G,1.0,1.0,1.0,0.0
2990,7034,4G,1.0,1.0,1.0,0.0
2991,7357,4G,1.0,1.0,1.0,0.0
2992,6907,3G,1.0,1.0,0.0,0.0
2993,7110,No,0.0,0.0,0.0,0.0
2994,6894,3G,1.0,1.0,0.0,0.0
2995,7132,4G,1.0,1.0,1.0,0.0
2996,6763,4G,1.0,1.0,1.0,0.0
2997,6905,4G,1.0,1.0,1.0,0.0
2998,6879,4G,1.0,1.0,1.0,0.0
2999,6906,3G,1.0,1.0,0.0,0.0
3000,6716,4G,1.0,1.0,1.0,0.0
3001,6802,4G,1.0,1.0,1.0,0.0
3002,6761,4G,1.0,1.0,1.0,0.0
3003,6803,4G,1.0,1.0,1.0,0.0
3004,6762,4G,1.0,1.0,1.0,0.0
3005,6748,4G,1.0,1.0,1.0,0.0
3006,4881,3G,1.0,1.0,0.0,0.0
3007,6725,3G,1.0,1.0,0.0,0.0
3008,6790,3G,1.0,1.0,0.0,0.0
3009,6708,4G,1.0,1.0,1.0,0.0
3010,6706,4G,1.0,1.0,1.0,0.0
3011,6631,4G,1.0,1.0,1.0,0.0
3012,6749,4G,1.0,1.0,1.0,0.0
3013,6758,4G,1.0,1.0,1.0,0.0
3014,6434,4G,1.0,1.0,1.0,0.0
3015,6658,4G,1.0,1.0,1.0,0.0
3016,6659,No,0.0,0.0,0.0,0.0
3017,6482,4G,1.0,1.0,1.0,0.0
3018,6620,3G,1.0,1.0,0.0,0.0
3019,7715,No,0.0,0.0,0.0,0.0
3020,7714,No,0.0,0.0,0.0,0.0
3021,7717,No,0.0,0.0,0.0,0.0
3022,7716,No,0.0,0.0,0.0,0.0
3023,6576,4G,1.0,1.0,1.0,0.0
3024,6580,4G,1.0,1.0,1.0,0.0
3025,6573,4G,1.0,1.0,1.0,0.0
3026,6563,3G,1.0,1.0,0.0,0.0
3027,6542,4G,1.0,1.0,1.0,0.0
3028,6662,3G,1.0,1.0,0.0,0.0
3029,6651,2G,1.0,0.0,0.0,0.0
3030,6650,2G,1.0,0.0,0.0,0.0
3031,6969,No,0.0,0.0,0.0,0.0
3032,6534,3G,1.0,1.0,0.0,0.0
3033,6391,2G,1.0,0.0,0.0,0.0
3034,6252,4G,1.0,1.0,1.0,0.0
3035,6478,4G,1.0,1.0,1.0,0.0
3036,6479,3G,1.0,1.0,0.0,0.0
3037,6480,3G,1.0,1.0,0.0,0.0
3038,6481,2G,1.0,0.0,0.0,0.0
3039,6331,3G,1.0,1.0,0.0,0.0
3040,6460,4G,1.0,1.0,1.0,0.0
3041,6450,4G,1.0,1.0,1.0,0.0
3042,6435,4G,1.0,1.0,1.0,0.0
3043,6439,No,0.0,0.0,0.0,0.0
3044,6235,4G,1.0,1.0,1.0,0.0
3045,6438,No,0.0,0.0,0.0,0.0
3046,6432,4G,1.0,1.0,1.0,0.0
3047,6433,3G,1.0,1.0,0.0,0.0
3048,6404,4G,1.0,1.0,1.0,0.0
3049,6403,4G,1.0,1.0,1.0,0.0
3050,6356,4G,1.0,1.0,1.0,0.0
3051,6210,4G,1.0,1.0,1.0,0.0
3052,6328,3G,1.0,1.0,0.0,0.0
3053,6289,3G,1.0,1.0,0.0,0.0
3054,6284,3G,1.0,1.0,0.0,0.0
3055,6245,4G,1.0,1.0,1.0,0.0
3056,6251,No,0.0,0.0,0.0,0.0
3057,6250,3G,1.0,1.0,0.0,0.0
3058,6241,4G,1.0,1.0,1.0,0.0
3059,6249,No,0.0,0.0,0.0,0.0
3060,6248,3G,1.0,1.0,0.0,0.0
3061,6240,4G,1.0,1.0,1.0,0.0
3062,6247,No,0.0,0.0,0.0,0.0
3063,6246,3G,1.0,1.0,0.0,0.0
3064,6239,4G,1.0,1.0,1.0,0.0
3065,6209,3G,1.0,1.0,0.0,0.0
3066,6190,3G,1.0,1.0,0.0,0.0
3067,6272,4G,1.0,1.0,1.0,0.0
3068,6237,3G,1.0,1.0,0.0,0.0
3069,6338,4G,1.0,1.0,1.0,0.0
3070,6033,4G,1.0,1.0,1.0,0.0
3071,6846,4G,1.0,1.0,1.0,0.0
3072,6099,4G,1.0,1.0,1.0,0.0
3073,6505,3G,1.0,1.0,0.0,0.0
3074,6170,2G,1.0,0.0,0.0,0.0
3075,6054,3G,1.0,1.0,0.0,0.0
3076,6015,3G,1.0,1.0,0.0,0.0
3077,5961,4G,1.0,1.0,1.0,0.0
3078,5975,3G,1.0,1.0,0.0,0.0
3079,5969,No,0.0,0.0,0.0,0.0
3080,5958,3G,1.0,1.0,0.0,0.0
3081,5945,4G,1.0,1.0,1.0,0.0
3082,5944,3G,1.0,1.0,0.0,0.0
3083,6048,No,0.0,0.0,0.0,0.0
3084,5943,4G,1.0,1.0,1.0,0.0
3085,5942,3G,1.0,1.0,0.0,0.0
3086,6212,No,0.0,0.0,0.0,0.0
3087,5941,4G,1.0,1.0,1.0,0.0
3088,5940,No,0.0,0.0,0.0,0.0
